Dataset,ID,strategy ,broad activity ,setting ,rating,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,I would like her to participate in more activities that can challenge her learning.,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,"Overtime, I will enforce that she uses her teeth to chew slowly instead of eating blended food. ",basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,01-054,"Things that is done at home are acticities that make the child learn more shapes, alphabets, colours & numbers.",home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-062,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,Dad takes him to + from school M-Th.,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,Family meal time- everyone takes a turn talking @ their day.,educational activity,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,He is learning how to pick up toys at school and its starting to cross over at home. ,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,He is starting to come over + wave his hand across his nose to indicate he needs his bum changed.,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,He sees his siblings picking up their toys + he likes to model them,chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,IPRP --> Intensive Preschool Resource Program --> goes M-Th from 9-11AM.,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,September-school will be starting,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,Starting to use potty time DVD + app to help him get interested in wanting to use the potty.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,Teaching him how to dress + undress himself. Showing him how to do it. Using his siblings as models.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,Therapy that is offered ie speech,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,Turn taking when playing.,educational activity,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,Use of sign language,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,"We model our wants/needs to him, so he knows what we mean.",home,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,We try to shut off the TV to encourage play time with siblings,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,We use sign language to encourage him to tell us his wants + meds.,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,We use signing time DVD's to foster his communication.,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,Will use visual cues but we also sign to him + he understands,chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-085,"With warmer weather, it will be easier to get away from the TV.",play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,"Maintain calmness, patience",home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,Make easy for him to access his toys/clothes,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,"Make it easier for him to access the sink, potty wiper.",basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,"Make it fun for him, meals he enjoys",basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-096,"parental support, being beside him.",daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,He is placed in the middle of the action,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,Not capable of change,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,Not capable of change,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,Not capable of self-help,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,The other kids interact with him while they play,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-099,We include [patient] in most of activities done at home,home,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Assisting more with meal prep,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Continue to participate and be more interactive,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Continue to put clothes in hamper,chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Encouraging + assisting in cleaning up toys,chore,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Give more responsibilities in setting table,chore,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Have more playdates with peers,social ,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,"Increased responsibility- eg- get PJs, put them on",basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Less reliance on technology + more free play,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,More consistently using toilet,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,More time + encouragement for creative + free play,play,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,One on one support + instruction,daycare/preschool,daycare/preschool,3,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Play with our kids- not merely supervise them playing,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,"Provide + encourage a variety of activities- free play, role play, creative, physical activity",home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Read daily to kids,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-101,Teachers are knowledgeable about my child's needs + abilities,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,none,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-102,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,Development (fine + gross motor),daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,Development--> freedom to explore + play with some structure + routine,home,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,"Gross motor--> trampoline, climbing wall, bikes, playing with siblings",home,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,It takes 2 to talk- ??? Program for speech therapy,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,social ,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,None,education ,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,Socialization,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,01-103,speech,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Adapting meterials to make it easier,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Come to educational seminars to larn how to help,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Get down onto the floor on her level,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Hand over hand,chore,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Having an EA 100% of the time,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Helping her move her arms to join in activities at circle,educational activity,daycare/preschool,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,I try to attend field trips so she can be more involved,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Including in tasks even if they're hard,chore,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Including Others,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Including others to make it more fun,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Invitings friends over to give more opportunities,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Learn sign language or her gestures,home,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Making her feel included even when it's something she can't do,chore,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Proper equipment,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Proper training for staff,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Repetition. Modelling proper way to do actiity over and over,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,"Singing, being silly or making a game of it",basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,02-001,Working on better hand co-ordination,play,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,"A lot is afe and personality, very reserved. Let him come out of shell on his own",educational activity,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Because of age encourage siblings to let him participate,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Increase parental social life,social ,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Keep him going,daycare/preschool,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Offer encouragement,chore,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Offer more opportunities,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Reduce stress,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Shut TV off more,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Try to keep any connotation away from it,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,Try to keep him involved,chore,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-003,When home alone allow more freedom,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-014,Always trying to teach him more with every activity,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-014,Do activities with him,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-014,"Have him near us when we do activities, learn from watching",chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-014,"Interaction with other kids, place him with other children",social ,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-014,Treat him the same as we do the other kids,home,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-016,Find things she enjoys,home,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,02-016,Remove distractions,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-037,Allowing her her independence to learn,daycare/preschool,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-037,Encouraging her to try new things and make friends independent of her parents,daycare/preschool,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-037,"Encouraging her to use her words and ""helping hands"" ",daycare/preschool,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-037,We go for walks and go fishing or other outdoor activities,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-037,We read books together,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-037,We talk about how things affect our feelings and what our body is telling us. Working on potty trg,home,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements",basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,Ensure proper lighting and minimize busyness of environment Ie: solid colour backgrounds to make colourful toys stand out visually,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks",basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,"In the bath, filling and emptying water, like filling and squeezing water out or empty shampoo bottles or filling and dumping small toy cups",play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,"It takes a lot of effort to use his arms/hands. However, for toy ""clean up"" I have him roll or push toys back to their spot",chore,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,"On the iPad working towards more direct contact, ie: one app activates by touching anywhere, others need actual item contact",play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,"Play ""look and find"" our dog Cheech. Also, comfort with gentle petting when he (Cheech) is scared. 4. Helps while in stander wash and rinse light dishes",chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,Provide assistance with mucle moveents in play. Provide repetition,home,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,"Still working on purposeful motor control, through play, mimicing and muscle memory",basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,Story time: pointing out items or character in the book and asking him to try to locate them as well,play,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,Touching/smelling food,social ,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,Verbal communiation on what activity is going to happen to help anticipate,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,With a lot of assistance holds and pours food into feeding bag also play grabbing and conting beans while in stander,chore,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,"With wheelchair help move or ""carry"" items",social ,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-039,Working on maintaining acknowledgement of visitors with waving or verbal sounds,social ,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-041,"Have them walk with me around the house, whether it's cleaning, pooint to teach them",home,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,02-044,ECE or teacher seperates them into small groups to work on specific skills,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-044,Have him help bake or make dinner,home,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,02-044,Have other children include him while playing,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-044,Pair the children with older children for certain activities - reading,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-044,Purchase age appropriate toys and games,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-044,Teacher sits him beside his friends,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Ask him for his input directly,educational activity,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Doing things with,chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Encourage participation by acknowleding successes,educational activity,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,"Find more things to do besides watch TV, like colouring",play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Having access to Resource people,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Having extra time to complete his tasks,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Play more interactive games with him,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Provide more access to books and puzzles,play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Reading about how to look after pets with him,chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Reistere ECE is very helpful,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Rewards,educational activity,daycare/preschool,2,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,Showing him what to do,chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,We give him extra time to do tsks and talk him through them,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,We make tasks easier for him so he can be successful,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-048,"We show him how to do things, his sisters help him a lot",home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-054,Help by learning his care so we can go out when we need to if we don't have nursing,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-054,Help out with his daily care,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-054,Introduce cousins so he can interact with other children,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,Allowing opportunities each day for personal care and toileting,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,Doing hand over hand with hygene type activities (brushing teeth and hair,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,go to holiday gatherings at family members house,social ,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,Have her therapeutic equipment available and utilize them,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,Provide opportunities daily,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,Provide opportunities to help with household chorse based on her physical skill snad limitations due to her cerebral palsy,chore,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,Role model/hand over hand during difficult activities,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,Trying to put her to nap alone (this would be more helpful during rest time as she requires someone to lay with her at the moment),basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-067,We arrange playdates outside of house with peers and family,social ,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075, Use reward strategies,home,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,"*name* is hesitant to participate in circle time. The teacher will call on him and try to make him comfortable, building his confidence",educational activity,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,*name* is learning to prepare his plate of food and we encourage him to help clear the table after a meal,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,*name* is reminded to put his dirty laundry in the hamper,chore,home,2,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,"*name* loves music and bedtime stories, but has to be encouraged to draw/colour",play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,*name* needs to often be led to play and doesn't play by himself very often,play,home,4,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,Allow adequate time for rest,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,Allow for rest time,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,As he learns to read we encourage *name* to help read his bedtime story,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,Modify physical activity to suit *name's* needs,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,Turn off radio/TV when trying to get him to focus on something,home,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,We encourage *name* to help set the table and clear the table,chore,home,1,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,We have a stool at the bathroom sink to allow *name* to act more independently when brushing his teeth,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,"We have to limit screen time, otherwise he would do nothing else",play,home,0,,,,,,,,,,,,,,,,,,,,
WC 6m,02-075,We remimd *name* to clean up his toys when he is finished with them,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,Always speak to our son and treat our son as if he has no disability,home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,Everyone does activities to stimulate and use the mind and body,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,giving him the chance o participate,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,Having access to disabled amenities (i.e. disabled spot for camping) the layout is much easier ,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,Having the community offer children's events,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,Lots f patience and enlightening others with educations  ,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,modeling his older sister,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,Modeling his older sister ,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,Not having participation rules so my son can not join in,community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,"Practice, practice, practice",chore,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,"Practice, practice, practice",home,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,"Practice, practice, practice",community,community,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,Talk all day long and show/explain everything,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,"Treat my son just as I did my daughter, with the view point that he can do it all",home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,10,"we do everything together, no exclusions or excuses ",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,3 adult family members to help,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,allow for more independence at activities.,community sponsored,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,allow for plenty of time.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,allow independence,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,assist her with putting toys in small bin,chore,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,attend more gatherings,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,getting close to her when playing,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,look into baby/toddler classes in the area,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,more opportunity to get out.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,participate in more activities,community,community,0,,,,,,,,,,,,,,,,,,,,
