,Unnamed: 0.1,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
3934,5079,5079,02-039,1,"Teeth brushing - encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate",Pre-brushing teeth before brushing: I ask him to open his mouth and let me brush his teeth. I go over what I'm going to do and point to the brushing area with my finger to show he can't be seen.,1.874076263,1,True,2.396652674106508,0,False,0.5225764111065079
3936,5081,5081,02-039,1,"Teeth brushing - encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate","Encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate.",1.471824449,1,True,2.396652674106508,0,False,0.924828225106508
3937,5082,5082,02-039,1,"Teeth brushing - encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate",I encourage him to open his mouth up and look at the floor. I also go over what wil be done first to help him anticipate.,1.567317804,1,True,2.396652674106508,0,False,0.829334870106508
3938,5083,5083,02-039,1,"Teeth brushing - encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate","Teeth brushing -I encourage him to open his mouth to help get all parts cleaned. Also,I go over what wiil be done first to help him anticipate",1.622314712,1,True,2.396652674106508,0,False,0.7743379621065078
3939,5084,5084,02-039,1,"Teeth brushing - encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate","Smile - get him to smile, make him smile when he is nervous too, also get him to open his mouth wide and get the whole tooth out, i also go over what will be done first to help him anticipate what to do",1.731544523,1,True,2.396652674106508,0,False,0.665108151106508
3940,5085,5085,02-039,3,"Still working on purposeful motor control, through play, mimicing and muscle memory","Still working on purposeful motor control through play, mimicring and muscle memory",1.551012987,3,True,2.8224563689442603,0,False,1.2714433819442603
3941,5086,5086,02-039,3,"Still working on purposeful motor control, through play, mimicing and muscle memory","Still working on purposeful motor control through play, mimicing and muscle memory.",1.980187709,0,False,2.8224563689442603,0,False,0.8422686599442604
3942,5087,5087,02-039,3,"Still working on purposeful motor control, through play, mimicing and muscle memory","Still working on purposeful motor control through play, mimicing and muscle memory",1.575649281,3,True,2.8224563689442603,0,False,1.2468070879442603
3943,5088,5088,02-039,3,"Still working on purposeful motor control, through play, mimicing and muscle memory","Still working on purposeful motor control, through play, mimicing and muscle & memory",1.649069179,3,True,2.8224563689442603,0,False,1.1733871899442605
3944,5089,5089,02-039,3,"Still working on purposeful motor control, through play, mimicing and muscle memory","Still working on purposeful motor control, through play, mimicing, and muscle memory",1.527154499,3,True,2.8224563689442603,0,False,1.2953018699442602
3946,5091,5091,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","For muscle memory of dressing for example, he ""helps"" himself t his shirt over his head or pull up socks",1.636304218,3,True,2.8224563689442603,0,False,1.1861521509442603
3947,5092,5092,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks",".Instead of getting dressed for an activity for example, he could ""help"" himself to his shirt over his head or pull up socks.",2.307751769,1,False,2.8224563689442603,0,False,0.5147045999442605
3948,5093,5093,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","For muscle memory of dress, for example, he ""helps"" pt his shirt over his head or pull up socks.",1.688855519,3,True,2.8224563689442603,0,False,1.1336008499442602
3949,5094,5094,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","He ""helps"" you in putting on his shirt or pants.",2.307832452,1,False,2.8224563689442603,0,False,0.5146239169442604
3950,5095,5095,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","For muscle memory of dressing, for example, he ""helps"" you put your shirt over his head or pull on your socks",1.697061455,3,True,2.8224563689442603,0,False,1.1253949139442605
3951,5096,5096,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","To increase muscle memory of dressing for example, he Ã¢â‚¬Å“helpsÃ¢â‚¬Â pull his shirt over his head or pull up his socks",1.969969762,0,False,2.8224563689442603,0,False,0.8524866069442603
3952,5097,5097,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","For muscle memory of dressing, he ""helps"" by reaching over his head to put his shirt over his head or pull up his socks.",2.026861811,2,False,2.8224563689442603,0,False,0.7955945579442605
3953,5098,5098,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","For muscle memory of dressing for example, he could ""help"" put his shirt over his head or pull up his socks.",1.81514478,3,True,2.8224563689442603,0,False,1.0073115889442603
3954,5099,5099,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","For muscle memory of dressing for example, he is ""helped"" by my partner to put his shirt over his head or pull up socks.",1.669575576,3,True,2.8224563689442603,0,False,1.1528807929442604
3955,5100,5100,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","For muscle memory of dressing, and the ability to put on his own clothes, he ""helps"" pull his shirt over his head or pull his socks up.",1.958028429,3,True,2.8224563689442603,0,False,0.8644279399442603
3956,5101,5101,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","It's important to build the child's muscle memory of dressing, for example, by help him put his shirt on or pull up his socks.",2.218484297,1,False,2.8224563689442603,0,False,0.6039720719442605
3957,5102,5102,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","For muscle memory of dressing for example, he ""helps"" to put his shirt on over his head or pull up his socks.",1.696751861,3,True,2.8224563689442603,0,False,1.1257045079442602
3958,5103,5103,02-039,3,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks","To increase muscle memory of dressing for example, he can ""help"" himself to his shirt over his head or pull up socks.",1.692667705,3,True,2.8224563689442603,0,False,1.1297886639442605
3980,5125,5125,02-039,0,Touching/smelling food,Touching people's faces,1.195399231,0,True,1.7142213381829274,0,True,0.5188221071829275
3985,5130,5130,02-039,0,Touching/smelling food,Touching and smelling food,1.117820434,0,True,1.7142213381829274,0,True,0.5964009041829275
3987,5132,5132,02-039,0,Touching/smelling food,Touching /smelling food,1.451371144,0,True,1.7142213381829274,0,True,0.2628501941829275
3988,5133,5133,02-039,1,Story time: pointing out items or character in the book and asking him to try to locate them as well,Story Time: Pointing out items or characters in the book and asking him to try to locate them as well,2.12627213,2,False,2.396652674106508,0,False,0.2703805441065081
3989,5134,5134,02-039,1,Story time: pointing out items or character in the book and asking him to try to locate them as well,Story time: Pointing out items or characters in the book and asking him to try to locate them as well.,2.051625282,2,False,2.396652674106508,0,False,0.3450273921065081
3990,5135,5135,02-039,1,Story time: pointing out items or character in the book and asking him to try to locate them as well,Story Time: Pointing out items or character in the book and asking him to try to locate them as well,2.182327134,2,False,2.396652674106508,0,False,0.214325540106508
3991,5136,5136,02-039,1,Story time: pointing out items or character in the book and asking him to try to locate them as well,pointing out items or characters in the story and asking him to try and locate them as well,2.156414632,2,False,2.396652674106508,0,False,0.2402380421065078
3992,5137,5137,02-039,1,Story time: pointing out items or character in the book and asking him to try to locate them as well,Suggest a game of Ã¢â‚¬Å“I spyÃ¢â‚¬Â (e.g. i spy) by pointing out items or characters in the book and asking your child to try and locate them as well.,1.62723628,1,True,2.396652674106508,0,False,0.769416394106508
3993,5138,5138,02-039,1,Story time: pointing out items or character in the book and asking him to try to locate them as well,Playing with a friend: having him or her look over your shoulder or in your lap as you read/tell a story.,2.065104897,0,False,2.396652674106508,0,False,0.331547777106508
3994,5139,5139,02-039,1,Story time: pointing out items or character in the book and asking him to try to locate them as well,Story time: pointing out items or characters in the story and asking him to try to find them as well,2.120766489,2,False,2.396652674106508,0,False,0.2758861851065077
3995,5140,5140,02-039,1,Story time: pointing out items or character in the book and asking him to try to locate them as well,Story time: Pointing out items or characters in the book and asking him to try to locate them as well,2.12627213,2,False,2.396652674106508,0,False,0.2703805441065081
3996,5141,5141,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","a mimicking exercise, "" what did mommy do"" helps him make purposeful throught out movements",1.685782022,3,True,2.8224563689442603,0,False,1.1366743469442604
3997,5142,5142,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","A mimicking exercise. ""What did mommy do"" helps him make purposeful, thoughtful movements that are easy to follow.",1.908642582,2,False,2.8224563689442603,0,False,0.9138137869442604
3998,5143,5143,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements",A mimicking exercise. The child practices mimicking his caregiver. The mimicking allows the caregiver to observe the child and be more aware of his actions.,1.675403553,3,True,2.8224563689442603,0,False,1.1470528159442603
3999,5144,5144,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","A mimicking exercise. ""What did Mommy do? ""helps him make purposeful throught out movements.",1.857802864,3,True,2.8224563689442603,0,False,0.9646535049442604
4000,5145,5145,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements",'What did mommy do?' helps him make purposeful throught out movements,2.001354483,0,False,2.8224563689442603,0,False,0.8211018859442603
4001,5146,5146,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","What did mommy do? A mimicking exercise. ""What did mommy do?"" helps him make purposeful throught out movements.",1.805496965,3,True,2.8224563689442603,0,False,1.0169594039442604
4002,5147,5147,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","A mimicking exercise. ""What did mommy do"" helps him make purposeful throught out movements.",1.73810279,3,True,2.8224563689442603,0,False,1.0843535789442604
4003,5148,5148,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","A mimicking exercise. ""what did mommy put ice cream on"" helps him make purposeful throught out movements.",1.830558007,2,False,2.8224563689442603,0,False,0.9918983619442604
4004,5149,5149,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","A mimicking exercise. ""What did Mommy do?"" helps him make purposeful throught out movements.",1.857802864,3,True,2.8224563689442603,0,False,0.9646535049442604
4005,5150,5150,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","For a toddler, the mimicking exercise helps him make purposeful throught out movements. ""what did mommy do? "" helps him make purposeful throught out movements.",1.79371787,3,True,2.8224563689442603,0,False,1.0287384989442605
4006,5151,5151,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","A mimicking exercise. ""What did mommy do"" helps him make purposeful throught out movements",1.665545569,3,True,2.8224563689442603,0,False,1.1569107999442605
4007,5152,5152,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","Becoming part of a mimicking exercise. "" What did mommy do "" helps him make purposeful throught out movements.",1.811905313,2,False,2.8224563689442603,0,False,1.0105510559442603
4008,5153,5153,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements to be done before eating.",1.792649441,2,False,2.8224563689442603,0,False,1.0298069279442603
4009,5154,5154,02-039,3,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements","A mimicking exercise helps him make purposeful throught out movements. ""What did mommy do"" helps him make purposeful throught out movements",1.57173696,3,True,2.8224563689442603,0,False,1.2507194089442604
4011,5156,5156,02-039,0,Have guests play with or read to him. Have him attempt vocalizations with the guest,Have guests play with or read to the child.,1.41807125,0,True,1.7142213381829274,0,True,0.2961500881829275
4021,5166,5166,02-039,0,Verbal communiation on what activity is going to happen to help anticipate,Verbally communicate to children what the upcoming activity is going to do to help them anticipate what will happen.,1.520765806,0,True,1.7142213381829274,0,True,0.1934555321829274
4029,5174,5174,02-039,0,Verbal communiation on what activity is going to happen to help anticipate,Communication between family members and others to help them anticipate what activity is going to happen,1.072274926,0,True,1.7142213381829274,0,True,0.6419464121829275
4043,5188,5188,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with muscle moveents. provide repetition,1.812311152,3,True,2.8224563689442603,0,False,1.0101452169442604
4044,5189,5189,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with muscle movement in play; provide repetition,1.965703769,1,False,2.8224563689442603,0,False,0.8567525999442602
4045,5190,5190,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with muscle movement in play. Repetition,1.8531913,0,False,2.8224563689442603,0,False,0.9692650689442605
4046,5191,5191,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with muscle movement. Provide repetition.,1.772641415,3,True,2.8224563689442603,0,False,1.0498149539442605
4047,5192,5192,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,"Provide assistance with motor movements, both small and large and provide repetition.",2.085944222,1,False,2.8224563689442603,0,False,0.7365121469442601
4048,5193,5193,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with muscle moves in play. Provide repetition,1.853513983,3,True,2.8224563689442603,0,False,0.9689423859442604
4049,5194,5194,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,The caregiver should assist the child to play with the other caregiver. There should be repetition.,2.315676846,1,False,2.8224563689442603,0,False,0.5067795229442602
4050,5195,5195,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with motor movement in play. Provide repetition,1.739462017,3,True,2.8224563689442603,0,False,1.0829943519442604
4051,5196,5196,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with musculoskeletal motions in play. Provide repetition.,1.531936586,3,True,2.8224563689442603,0,False,1.2905197829442605
4052,5197,5197,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,"Provide assistance with muscle movement, as needed, in play, and offer repeated play with them.",2.429362188,1,False,2.8224563689442603,0,False,0.3930941809442605
4053,5198,5198,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with motor movements in the play. Provide repetitiveness.,1.633031393,3,True,2.8224563689442603,0,False,1.1894249759442603
4054,5199,5199,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with the muscles. Repetition of actions will help you get better with the movements.,1.942471426,3,True,2.8224563689442603,0,False,0.8799849429442603
4055,5200,5200,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with motor skills in play. Provide repetition,1.623853541,3,True,2.8224563689442603,0,False,1.1986028279442604
4056,5201,5201,02-039,3,Provide assistance with mucle moveents in play. Provide repetition,Provide assistance with moveents of muscles in play. Provide repetition,1.634159901,3,True,2.8224563689442603,0,False,1.1882964679442602
4065,5210,5210,02-039,0,Ensure proper lighting and minimize busyness of environment Ie: solid colour backgrounds to make colourful toys stand out visually,"Keep it simple and minimal with no distractions Ã¢â‚¬â€œ solid colour backgrounds, no clutter, etc.",1.508297217,0,True,1.7142213381829274,0,True,0.2059241211829274
4066,5211,5211,02-039,0,Ensure proper lighting and minimize busyness of environment Ie: solid colour backgrounds to make colourful toys stand out visually,Ensure proper lighting and minimize busyness of the environment ie: solid color backgrounds to make colourful toys stand out visually,1.513706051,0,True,1.7142213381829274,0,True,0.2005152871829274
4067,5212,5212,02-039,0,Ensure proper lighting and minimize busyness of environment Ie: solid colour backgrounds to make colourful toys stand out visually,Ensure proper lighting and minimize busyness of the work area; solid colour backgrounds to make colourful toys stand out visually can make a significant difference.,1.494251188,0,True,1.7142213381829274,0,True,0.2199701501829274
4068,5213,5213,02-039,0,Ensure proper lighting and minimize busyness of environment Ie: solid colour backgrounds to make colourful toys stand out visually,Ensure proper lighting and minimize busyness of environment. Ie: solid colour backgrounds to make colourful toys stand out visually,1.518663579,0,True,1.7142213381829274,0,True,0.1955577591829274
4071,5216,5216,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encouraging. Take the time to allow his brain to process the request before repeating.,1.630698198,1,True,2.396652674106508,0,False,0.765954476106508
4072,5217,5217,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encourage. Take the time to allow his brain to process requests before repeating.,1.645970066,1,True,2.396652674106508,0,False,0.7506826081065079
4073,5218,5218,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,"Be patient, be encouraging and take the time to allow his brain to process the request before repeating it.",1.422542013,1,True,2.396652674106508,0,False,0.974110661106508
4074,5219,5219,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encouraging. Take the time to allow his brain to process requests before repeating.,1.62737947,1,True,2.396652674106508,0,False,0.769273204106508
4075,5220,5220,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encouraging. Do not get frustrated at his poor responses. Take the time to allow his brain to process your requests before repeating them.,1.371236095,1,True,2.396652674106508,0,False,1.025416579106508
4076,5221,5221,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encouraging. Take the time to allow his brain to process your requests beofre repeating.,1.460403583,1,True,2.396652674106508,0,False,0.936249091106508
4077,5222,5222,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating them.,1.557206813,1,True,2.396652674106508,0,False,0.8394458611065079
4078,5223,5223,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encouraging. Allow his brain to process requests before repeating.,1.621400721,1,True,2.396652674106508,0,False,0.7752519531065079
4079,5224,5224,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Take the time to allow his brain to process the request before repeating it.,1.975346936,0,False,2.396652674106508,0,False,0.4213057381065079
4080,5225,5225,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encouraging. Take the time to allow his brain to process requests before repeating,1.691786947,1,True,2.396652674106508,0,False,0.704865727106508
4081,5226,5226,02-039,1,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,Be patient and encouraging. Take the time for him to allow his brain to process his requests before repeating,1.610227806,1,True,2.396652674106508,0,False,0.786424868106508
4082,5227,5227,02-039,2,Getting him to do things with me while I do them for him,Getting him to do things with me and for me,1.965678914,1,False,2.7784193685741783,0,False,0.8127404545741783
4083,5228,5228,02-039,2,Getting him to do things with me while I do them for him,Doing things with him while I do them for him,2.127240683,0,False,2.7784193685741783,0,False,0.6511786855741781
4084,5229,5229,02-039,2,Getting him to do things with me while I do them for him,Getting him to do things with me while I do them for him by asking him what he likes to do.,1.698269941,2,True,2.7784193685741783,0,False,1.0801494275741783
4085,5230,5230,02-039,2,Getting him to do things with me while I do them for him,Trying to get him to do the basic care routine while he does them for me.,2.223003204,1,False,2.7784193685741783,0,False,0.5554161645741784
4086,5231,5231,02-039,2,Getting him to do things with me while I do them for him,Getting him to do things with me and me doing them for him,1.956162503,0,False,2.7784193685741783,0,False,0.8222568655741782
4097,5242,5242,02-039,1,"With wheelchair help move or ""carry"" items","If you have a wheelchair, help someone move or carry heavy items.",1.858978689,1,True,2.396652674106508,0,False,0.537673985106508
4098,5243,5243,02-039,1,"With wheelchair help move or ""carry"" items",When in wheelchair help move or carry items,2.190274649,4,False,2.396652674106508,0,False,0.2063780251065079
4102,5247,5247,02-039,1,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces,When we know he is due to have a bowel movement we encourage him regularly throughout the day until he produces,1.806194635,4,False,2.396652674106508,0,False,0.590458039106508
4103,5248,5248,02-039,1,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces,"When we know he is due to have a bowel movement, we encourage him frequently throughout the day until he produces.",1.968850241,4,False,2.396652674106508,0,False,0.427802433106508
4104,5249,5249,02-039,1,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces,We encourage him frequently throughout the day until he has a bowel movement.,2.065703081,4,False,2.396652674106508,0,False,0.3309495931065078
4105,5250,5250,02-039,1,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces,We also encourage him throughout the day when he's due to have his bowel movement. We do this by laying a towel on his rump and rinsing him frequently until he produces.,1.487568155,1,True,2.396652674106508,0,False,0.909084519106508
4106,5251,5251,02-039,1,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces,"When we know he is due to have a bowel movement, we encourage him frequently throughout the day until he produces",1.948841353,4,False,2.396652674106508,0,False,0.447811321106508
4107,5252,5252,02-039,1,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces,"When we know he is due to have a bowel movement, we encourage him frequently throughout the whole day until he does.",1.87353057,4,False,2.396652674106508,0,False,0.523122104106508
4109,5254,5254,02-039,1,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair","Our son moves better in the tub, we encourage'swimming' he will tilt his head to wet/rinse his hair.",1.750938209,1,True,2.396652674106508,0,False,0.6457144651065079
4110,5255,5255,02-039,1,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair","Our son moves better in the tub, we encourage'swimming' also he will tilt his head to wet/rinse hair",1.901286775,1,True,2.396652674106508,0,False,0.4953658991065079
4111,5256,5256,02-039,1,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair","Our son works better in the tub, we encourage'swimming' also he will tilt his head to wet/rinse hair",1.904142331,1,True,2.396652674106508,0,False,0.4925103431065079
4112,5257,5257,02-039,1,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair","Our son will not move in the tub, we encourage'swimming' also he will tilt his head to wet/rinse hair",2.095680794,4,False,2.396652674106508,0,False,0.3009718801065077
4113,5258,5258,02-039,1,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair",Your child moves better in the tub. We encourage your son to get wet and wet/rinse hair.,1.536333698,1,True,2.396652674106508,0,False,0.860318976106508
4114,5259,5259,02-039,1,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair","Our son moves better in the tub, we encourage swimming as well as he will tilt his head to wet/rinse hair.",1.701422902,1,True,2.396652674106508,0,False,0.6952297721065079
4115,5260,5260,02-039,1,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair","Our son moves best in the tub; we try to encourage'swimming', also he will tilt his head to wet/rinse hair.",1.70753625,1,True,2.396652674106508,0,False,0.689116424106508
4117,5262,5262,02-039,3,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc"," Helping with clapping, or vocalizations when singing like for sheÃ¢â‚¬â„¢s a jolly good fellow/happy birthday etc",1.739778187,3,True,2.8224563689442603,0,False,1.0826781819442604
4118,5263,5263,02-039,3,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc","Aiding in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday, etc",1.831528028,3,True,2.8224563689442603,0,False,0.9909283409442604
4119,5264,5264,02-039,3,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc","Assisting in clapping, or encouraging vocalizations when singing like she's a jolly good fellow/happy birthday etc.",2.265013632,1,False,2.8224563689442603,0,False,0.5574427369442603
4120,5265,5265,02-039,3,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc","Assisting as they clap, or encourage vocalizations when they sing like she's a jolly good fellow/happy birthday etc",2.04448932,1,False,2.8224563689442603,0,False,0.7779670489442605
4121,5266,5266,02-039,3,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc","Assisting in clapping, or encouraging vocalizations when singing like for "" She's a Jolly Good Fellow / Happy Birthday /etc""",1.730886736,3,True,2.8224563689442603,0,False,1.0915696329442603
4123,5268,5268,02-039,3,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc","Assisting in clapping, or encouraging vocalizations when singing, like happy birthday/she's a jolly good fellow/happy mother's day etc",1.989532164,1,False,2.8224563689442603,0,False,0.8329242049442602
4124,5269,5269,02-039,3,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc",Allowing a child to clap and encourage vocalization is a form of enabling.,1.726183205,3,True,2.8224563689442603,0,False,1.0962731639442602
4125,5270,5270,02-039,3,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc","Assisting in clapping, or encouraging vocalizations when singing like for She's a Jolly Good Fellow/Happy Birthday etc.",2.209461185,1,False,2.8224563689442603,0,False,0.6129951839442604
4126,5271,5271,02-039,1,Encourage and place his hands appropriately to rip open gifts,Encourage children to rip open gifts.,1.252831308,1,True,2.396652674106508,0,False,1.143821366106508
4127,5272,5272,02-039,1,Encourage and place his hands appropriately to rip open gifts,Encourage him to open gifts that he wants to open.,1.383457214,1,True,2.396652674106508,0,False,1.013195460106508
4128,5273,5273,02-039,1,Encourage and place his hands appropriately to rip open gifts,Encourage and place your hands appropriately to rip open the gifts,1.358123767,1,True,2.396652674106508,0,False,1.038528907106508
4129,5274,5274,02-039,1,Encourage and place his hands appropriately to rip open gifts,Encourage and place his hands appropriately to rip open gifts to others,1.556350971,1,True,2.396652674106508,0,False,0.8403017031065079
4130,5275,5275,02-039,1,Encourage and place his hands appropriately to rip open gifts,Motivate and place his hands appropriately to rip open gifts.,1.747493075,2,False,2.396652674106508,0,False,0.649159599106508
4132,5277,5277,02-039,1,Encourage and place his hands appropriately to rip open gifts,Encourage him to rip open the gift and place his hands appropriately,1.42723953,1,True,2.396652674106508,0,False,0.969413144106508
4133,5278,5278,02-039,1,Encourage and place his hands appropriately to rip open gifts,Make sure he has the means to open and close gifts for everyone present,1.817462583,0,False,2.396652674106508,0,False,0.579190091106508
4134,5279,5279,02-039,1,Encourage and place his hands appropriately to rip open gifts,Encourage him to let go of his hands in preparation to open gifts,1.332829214,1,True,2.396652674106508,0,False,1.063823460106508
4140,5285,5285,02-039,2,"Have him help ""carry"" items with him wheelchair, such as gifts",Have him help you carry items with him in his wheelchair such as gifts,1.835461909,1,False,2.7784193685741783,0,False,0.9429574595741784
4141,5286,5286,02-039,2,"Have him help ""carry"" items with him wheelchair, such as gifts",Have him help you carry items like gifts with him in his wheelchair.,1.76178013,2,True,2.7784193685741783,0,False,1.0166392385741785
4142,5287,5287,02-039,2,"Have him help ""carry"" items with him wheelchair, such as gifts","Have him help ""pack"" items into his wheelchair, such as gifts",1.832597321,2,True,2.7784193685741783,0,False,0.9458220475741784
4143,5288,5288,02-039,2,"Have him help ""carry"" items with him wheelchair, such as gifts","Have him help carry items with him, such as gifts",1.772045829,2,True,2.7784193685741783,0,False,1.0063735395741782
4144,5289,5289,02-039,2,"Have him help ""carry"" items with him wheelchair, such as gifts","Have him help ""carry"" items with him (such as a gift), such as a large suitcase",1.431558717,2,True,2.7784193685741783,0,False,1.3468606515741783
4145,5290,5290,02-039,2,"Have him help ""carry"" items with him wheelchair, such as gifts","Have him help you ""carry"" items with him wheelchair, such as gifts",1.86409458,2,True,2.7784193685741783,0,False,0.9143247885741784
4146,5291,5291,02-039,2,"Have him help ""carry"" items with him wheelchair, such as gifts","Have him help ""carry"" objects with his wheelchair, such as gifts",1.777399789,2,True,2.7784193685741783,0,False,1.0010195795741783
4153,5298,5298,02-039,2,"It takes a lot of effort to use his arms/hands. However, for toy ""clean up"" I have him roll or push toys back to their spot","However, for toy ""clean up"", I have him roll or push toys back to their spot.",2.009180257,2,True,2.7784193685741783,0,False,0.7692391115741781
4155,5300,5300,02-039,2,"It takes a lot of effort to use his arms/hands. However, for toy ""clean up"" I have him roll or push toys back to their spot",I get him to push and reposition toys and it's easier for him to use his hands.,2.499328164,3,False,2.7784193685741783,0,False,0.2790912045741782
4156,5301,5301,02-039,2,"It takes a lot of effort to use his arms/hands. However, for toy ""clean up"" I have him roll or push toys back to their spot","Yes, he likes to use his arms/hands, but he doesn't like to do the toy ""clean up"" with his hands.",2.176416623,4,False,2.7784193685741783,0,False,0.6020027455741781
