ID,label,strategy,augmented_strategy,H_yx,predicted_label_null,correct_yx
02-009,1,Mom asks daughter to sleep at the bedtime by trying to sleep herself,Mom asks daughter to go to sleep at the bedtime by putting herself to bed,2.290569584,4,FALSE
02-009,1,Mom asks daughter to sleep at the bedtime by trying to sleep herself,Mom asks daughter to sleep at the bedtime by putting her to bed herself,2.287980849,4,FALSE
02-009,1,Mom asks daughter to sleep at the bedtime by trying to sleep herself,Mom teaches her toddler to sleep by trying to sleep herself.,1.837586696,1,TRUE
02-009,1,Mom asks daughter to sleep at the bedtime by trying to sleep herself,Mom asks daughter to sleep at the bedtime just like she is trying to sleep herself.,2.437787277,4,FALSE
02-009,1,Mom asks daughter to sleep at the bedtime by trying to sleep herself,Mom asks daughter to sleep at the bed time by trying to sleep herself.,2.161142418,4,FALSE
02-009,1,Mom asks daughter to sleep at the bedtime by trying to sleep herself,Mom teaches daughter to sleep at the bedtime by saying to her mom I am going to sleep too.,1.902543443,4,FALSE
02-009,1,Mom asks daughter to sleep at the bedtime by trying to sleep herself,Mom asks the daughter to sleep by trying to sleep herself,2.261603085,4,FALSE
793,2,Give choices that are concrete ,Give choices that are concrete,1.115226266,2,TRUE
793,2,Give choices that are concrete ,"It's an important part of telling a story, but when telling a story with prepositions and figurative language, you do have to be concrete.",2.572668995,4,FALSE
793,2,Give choices that are concrete ,Choose something that is concrete.,1.972009662,1,FALSE
793,2,Give choices that are concrete ,Give choices that are concrete.,1.785138716,1,FALSE
793,2,Give choices that are concrete ,"Choose which choice is concrete, and then leave.",2.052037273,1,FALSE
793,2,Give choices that are concrete ,"Give choices that are concrete, and make them concrete.",1.820441655,1,FALSE
793,0,Get in and get out quick ,Get in the house slowly and get out when you're done.,1.897860567,1,FALSE
793,0,Get in and get out quick ,Get in and get out quick,1.402565722,0,TRUE
793,0,Get in and get out quick ,Get in and get out quick.,1.7265763,0,TRUE
793,0,Get in and get out quick ,Get in and get out quick when you are outing with friends.,1.312895503,0,TRUE
793,0,Get in and get out quick ,Get in and get out quickly and efficiently,1.287452849,0,TRUE
793,0,Get in and get out quick ,"Get in and get out quick, get your money in the bank, and stay safe.",2.143859658,1,FALSE
793,0,bring along familiar items ,Bring along familiar items,1.283812707,0,TRUE
793,0,bring along familiar items ,Bring along items you know will help you.,1.600458423,0,TRUE
793,0,bring along familiar items ,Bring along familiar books / movies so that you will be ready when the time comes to go.,1.430040931,0,TRUE
793,0,bring along familiar items ,b. Bring along familiar items,1.827558909,1,FALSE
793,0,bring along familiar items ,Bring along items with you that are familiar.,1.485518652,0,TRUE
793,0,bring along familiar items ,"Bring along familiar items (for example, things you like to drink or things you use to prepare food)",2.494602619,2,FALSE
793,0,bring along familiar items ,Bring a familiar item to a community recreational setting,1.248290873,0,TRUE
793,0,keeping class time short ,i like having short lessons,2.359824803,4,FALSE
793,0,keeping class time short ,a great environment is one that is kept short and simple.,2.634982926,4,FALSE
793,0,keeping class time short ,k. keep class time short,1.567047956,0,TRUE
793,0,keeping class time short ,Keep class time short.,1.198277927,0,TRUE
793,0,keeping class time short ,"Using a small group, keep the class session short.",1.683103802,0,TRUE
793,0,keeping class time short ,"To keep class time short and efficient, it helps to keep your ideas to a minimum and to not interrupt.",2.179513949,1,FALSE
793,0,keeping class time short ,"if you have several classes for the same kids, keep class time short and keep it moving.",2.064033952,4,FALSE
793,0,keeping class time short ,"The teacher should keep class time short, and this can be hard to do.",2.924087903,4,FALSE
793,0,keeping class time short ,minimizing the time each class / activity takes,1.287929195,0,TRUE
793,0,Actively engaging child with activities ,Actively engaging children with activities,1.317648726,0,TRUE
793,0,Actively engaging child with activities ,"As an outdoor activity, try to involve the children in games, puzzles, nature-based activities, and/or the outdoors.",1.679364004,0,TRUE
793,0,Actively engaging child with activities ,The child will be more interested in it when it is actively engaging in the activity.,2.311101644,4,FALSE
793,0,Actively engaging child with activities ,Actively engaging in activities as well as being mindful of your own self,1.182944138,0,TRUE
793,0,Actively engaging child with activities ,Actively engaging at home,1.0731091,0,TRUE
793,0,Actively engaging child with activities ,Actively engaging child with activities,1.420168716,0,TRUE
793,0,Actively engaging child with activities ,"Actively engaging your child in activities can foster a positive, active lifestyle.",1.916680885,0,TRUE
793,0,engage child in activities while completing tasks ,The child will want to be active while completing the tasks so that he can have some quality time for himself.,2.576701578,4,FALSE
793,0,engage child in activities while completing tasks ,A parent can engage a child in activities while completing tasks.,2.538508188,2,FALSE
793,0,engage child in activities while completing tasks ,Engaging children in activities while completing tasks can teach them to be more productive.,2.162015656,1,FALSE
793,0,engage child in activities while completing tasks ,"Engaging the child in these different experiences can not only help them learn about the world, but also reinforces it.",2.582823505,4,FALSE
793,0,engage child in activities while completing tasks ,for the outing : engage the child in activities while completing tasks,2.616036706,2,FALSE
793,0,engage child in activities while completing tasks ,the activities should be planned so that children can simultaneously complete tasks and engage in activities to maintain independence.,2.45280809,1,FALSE
793,0,engage child in activities while completing tasks ,Engaging the child in activities while completing tasks may help you to achieve all of the above.,2.53723552,1,FALSE
793,0,engage child in activities while completing tasks ,Engage the child in activities while completing tasks,1.288786553,0,TRUE
793,0,engage child in activities while completing tasks ,Ensure the child participates actively while completing tasks to maximize their social and learning experiences.,2.090930219,1,FALSE
793,0,try to keep to normal routine ,keep to normal routine while traveling,1.1228359,0,TRUE
793,0,try to keep to normal routine ,Try to stick to your normal routine.,1.631106601,0,TRUE
793,0,try to keep to normal routine ,Keep to your normal routine,1.450881509,0,TRUE
793,0,try to keep to normal routine ,"if you have a normal routine with activities such as hiking, don't be too stressed.",2.368453227,4,FALSE
793,0,try to keep to normal routine ,Try to keep to your normal routine.,1.630016674,0,TRUE
793,0,try to keep to normal routine ,Try to keep to a schedule.,1.169828544,0,TRUE
793,0,try to keep to normal routine ,"Try to keep to normal routine, even if you're not feeling well.",1.829516813,1,FALSE
793,0,try to keep to normal routine ,Try to keep to your normal routine as much as possible.,1.958709825,1,FALSE
793,0,try to keep to normal routine ,Try to keep to routine,1.235350791,0,TRUE
793,0,Consistent verbal dialogue while doing personal care management.  ,Consistent verbal dialogue to help with personal care management.,1.672087505,0,TRUE
793,0,Consistent verbal dialogue while doing personal care management.  ,Consistent verbal dialogue while doing personal care management may allow staff to stay engaged with patients.,1.917656666,1,FALSE
793,0,Consistent verbal dialogue while doing personal care management.  ,Continual verbal communication while doing personal care management.,1.520112199,0,TRUE
793,0,Consistent verbal dialogue while doing personal care management.  ,"I can do something to help someone: When I am doing basic care management, I give the person a verbal cue that I'm doing it.",2.670191894,1,FALSE
793,0,Consistent verbal dialogue while doing personal care management.  ,"When a person is needing a specific type of personal care, they have a number of variables to consider. This includes the environment and the person.",2.510129628,4,FALSE
793,0,Consistent verbal dialogue while doing personal care management.  ,Consistent verbal dialogue while doing personal care management is a technique that can be used to increase communication between you and the patient.,2.576464334,3,FALSE
793,0,Consistent verbal dialogue while doing personal care management.  ,Convey verbal cues to prevent falls or injury.,1.752231806,0,TRUE
793,0,Consistent verbal dialogue while doing personal care management.  ,Consistent verbal dialogue while doing personal care management.,1.475456252,0,TRUE
793,0,Constant interaction and engaging child ,Constant engagement and interaction with the child,1.253780524,0,TRUE
793,0,Constant interaction and engaging child ,Child care centers and childcare facilities should not be allowed to have any televisions,2.644027274,4,FALSE
793,0,Constant interaction and engaging child ,Constant interaction and engaging the child,1.085099769,0,TRUE
793,0,Constant interaction and engaging child ,A great way to help your child make new friends is to engage in continuous conversations.,2.124900313,4,FALSE
793,0,Constant interaction and engaging child ,Children thrive in a social environment that encourages constant interaction and engages them in playful activities.,2.323904325,4,FALSE
793,0,Constant interaction and engaging child ,Constant interaction and engaging a child can help increase a childÃ¢â‚¬â„¢s knowledge of the world around them.,2.338086456,3,FALSE
793,0,Constant interaction and engaging child ,"While socializing, constantly interact with others around the child.",1.230812176,0,TRUE
793,0,Constant interaction and engaging child ,Constant interaction and engaging child while outings,1.045949716,0,TRUE
793,0,Constant interaction and engaging child ,Setting: Constant interaction and engaging child,1.837614972,0,TRUE
793,2,Making a game out of the chore. ,"If your child has to do a chore, make it a game by playing the game with them.",2.249917865,1,FALSE
793,2,Making a game out of the chore. ,Turning a chore into a game and keeping your mind focused helps make the chore more enjoyable and fun.,1.99051852,2,TRUE
793,2,Making a game out of the chore. ,". To make a chore into a game, create an environment that is child-friendly.",1.634973445,2,TRUE
793,2,Making a game out of the chore. ,Making a game out of chore:,1.175921982,2,TRUE
793,2,Making a game out of the chore. ,Playing games and having fun. Making a game out of your chore can make it more enjoyable.,1.226310931,2,TRUE
793,2,Making a game out of the chore. ,"When assigning work to a child, make it into a game. Ask the child to pick a task, then get them to do it.",1.894434164,1,FALSE
793,2,Making a game out of the chore. ,Play a game with yourself while doing a chore.,1.845993617,2,TRUE
793,0,Engage child with modeling desired behavior,Engaging child with modeling desired behavior is a good way to encourage good behavior.,2.785597274,2,FALSE
793,0,Engage child with modeling desired behavior,"When modeling to your child the behavior you want to see, they will be more likely to follow that example.",2.502085077,4,FALSE
793,0,Engage child with modeling desired behavior,Engage your child by modeling the behavior you want your child to emulate.,2.608319807,2,FALSE
793,0,Engage child with modeling desired behavior,Engage the child with modeling the desired behavior.,1.786989996,0,TRUE
793,0,Engage child with modeling desired behavior,"Give your child a time limit for a task. To make it more attainable, provide additional time in the future.",2.027702561,1,FALSE
793,0,Engage child with modeling desired behavior,Engage child with modeling desired behavior in context of chore,1.82397146,2,FALSE
793,0,Engage child with modeling desired behavior,Engage the child with appropriate modeling of the appropriate behavior.,1.632452606,0,TRUE
793,0,Engage child with modeling desired behavior,Engage a child in a chore by modeling desired behavior while they do it.,2.179824349,2,FALSE
793,0,Engage child with modeling desired behavior,Engage child by modeling the desired behaviors,1.984650459,2,FALSE
793,0,Engage child ,Engage child to do activity,1.549518924,0,TRUE
793,0,Engage child ,Get involved in activities.,1.075875251,0,TRUE
793,0,Engage child ,Engage child in an engaging activity,1.480327878,0,TRUE
793,0,Engage child ,Engage in child's activities,1.291654377,0,TRUE
793,0,Engage child ,Engage child /environment strategy,1.785143754,0,TRUE
793,0,Engage child ,Engage in play with child outside or in the home.,1.464596225,0,TRUE
793,0,Engage child ,Make sure the environment is fun and engaging for your child.,1.626941577,0,TRUE
793,0,Engage child ,Engage child with interactive game.,1.266706778,0,TRUE
793,0,Engage child ,Play with child,1.256702814,0,TRUE
793,0,Engaging child in activity with gestures and song,Getting a child to sit through an act of movement.,2.188539949,2,FALSE
793,0,Engaging child in activity with gestures and song,Engaging the child in activity with vocal gestures and song,1.978545201,2,FALSE
793,0,Engaging child in activity with gestures and song,Engages children in an activity with gestures and songs.,1.719848013,0,TRUE
793,0,Engaging child in activity with gestures and song,Engage the child in activity with gestures and song.,1.586728338,0,TRUE
793,0,Engaging child in activity with gestures and song,Engaging in the activity with gestures and songs,2.092389092,2,FALSE
793,0,Engaging child in activity with gestures and song,Assist parents in learning to engage their children in activities with simple hands-on touch and simple song.,2.152790836,1,FALSE
793,1,Encourage imaginative play and interaction ,Encourage imaginative play and interactions.,1.425776756,1,TRUE
793,1,Encourage imaginative play and interaction ,Encourage imaginative play with your child to help them feel a sense of themselves.,1.372109709,1,TRUE
793,1,Encourage imaginative play and interaction ,Encourage imaginative play and interaction,1.371245549,1,TRUE
793,1,Encourage imaginative play and interaction ,Encourage imaginative play and interaction with others.,1.421939365,1,TRUE
793,1,Encourage imaginative play and interaction ,Encourage creative and imaginative play and interaction,1.40656921,1,TRUE
793,1,Encourage imaginative play and interaction ,Encourage imaginative play and interaction.,1.396296015,1,TRUE
793,1,Encourage imaginative play and interaction ,Encourage imaginative play and interactions,1.39190223,1,TRUE
793,1,Encourage imaginative play and interaction ,"Encourage children to be creative. To do this, encourage them to use their imagination to tell stories of others.",1.221115657,1,TRUE
793,2,Actively engage child in chore by giving different choices. ,Children are often curious about their choices and will actively engage in a chore only if given a choice.,2.471825761,4,FALSE
793,2,Actively engage child in chore by giving different choices. ,Actively engage child in chore by giving different choices.,2.277446653,1,FALSE
793,2,Actively engage child in chore by giving different choices. ,Actively engage child in chore by presenting different choices.,2.22193661,1,FALSE
793,2,Actively engage child in chore by giving different choices. ,Actively engage child in chore by presenting them with different choices.,2.114720133,1,FALSE
793,2,Actively engage child in chore by giving different choices. ,Actively engage child in chore by giving alternatives.,2.406792408,1,FALSE
793,2,Actively engage child in chore by giving different choices. ,Actively engage child in chore by giving choices.,2.360378757,1,FALSE
793,2,Actively engage child in chore by giving different choices. ,Actively engage child in a chore by offering multiple choice items.,2.122291336,1,FALSE
793,0,Modeling desired behavior ,Modeling desired behavior for children,1.517290624,0,TRUE
793,0,Modeling desired behavior ,Modeling desired behavior,1.82531748,2,FALSE
793,0,Modeling desired behavior ,Modeling the desired behaviour,1.946428868,2,FALSE
793,0,Modeling desired behavior ,Modeling behavior: Using toys or clothes that encourage desired behaviors.,2.353456671,2,FALSE
793,0,Modeling desired behavior ,A basic care routine should include modeling the behavior you want.,2.366858311,2,FALSE
793,0,Modeling desired behavior ,Modeling and following through on desired behavior by others when necessary,1.764430387,2,FALSE
793,0,"Take toys, games, snacks ","Take books, toys, games, and snacks.",1.202514694,0,TRUE
793,0,"Take toys, games, snacks ","Bring toys, games, snacks",1.255519042,0,TRUE
793,0,"Take toys, games, snacks ","Take toys, games, snacks",1.298175137,0,TRUE
793,0,"Take toys, games, snacks ","Carry a blanket, pillows, and games or toys to keep little ones entertained.",1.310204804,0,TRUE
793,0,"Take toys, games, snacks ","If the weather is going to be colder, you could buy a scarf to keep you warm.",2.235512867,4,FALSE
793,0,"Take toys, games, snacks ",Taking toys and snacks will be an effective strategy for the community.,2.380062157,4,FALSE
793,0,"Take toys, games, snacks ","Take toys, games and snacks",1.239265334,0,TRUE
793,0,"Take toys, games, snacks ","Take toys, games, and snacks.",1.190678054,0,TRUE
793,0,make sure there is physical activity after driving ,make sure there is physical activity in the after-driving phase,1.525052725,0,TRUE
793,0,make sure there is physical activity after driving ,make sure there is activity after driving,1.542442646,0,TRUE
793,0,make sure there is physical activity after driving ,"If you can, try to work physical activity into your busy schedule.",2.030329534,4,FALSE
793,0,make sure there is physical activity after driving ,Make sure there is physical activity after driving:,1.726273822,0,TRUE
793,0,make sure there is physical activity after driving ,"If you enjoy driving and driving to a concert, make sure you do some physical activity afterwards.",2.110874301,1,FALSE
793,0,make sure there is physical activity after driving ,Make sure there is physical activity after driving.,1.468808108,0,TRUE
793,0,make sure there is physical activity after driving ,make sure there is physical activity after driving,1.430098279,0,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,Encouraging the child to try new things or that the same thing over and over again for a long time,1.868293416,1,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,Encourage child to try new things by trying something new or to consistently try the same thing.,1.219284634,1,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,Encouraging child to try new things or to continuously try the same thing.,1.29569105,1,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,Encourage your child to try new things or to do the same thing consistently.,1.291777007,1,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,"Encourage the child to try new things, or to continually try the same thing.",1.207179229,1,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,Encourage the child to try new things and to be consistent with the same activities,1.217278776,1,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,Encourage your child to try new things and/or to consistently try the same things.,1.297278898,1,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,Encouragement to try new things or to consistently try the same thing,1.601689865,1,TRUE
793,1,Encouraging child to try new things or to consistently try the same thing ,Encouraging child to try new things or to consistently try the same thing,1.312037046,1,TRUE
793,0,Repetitive trips to familiarize child with environment,Repetitive trips to familiarize child with their environment,1.072688426,0,TRUE
793,0,Repetitive trips to familiarize child with environment,Repetition of trips is a crucial element in learning to ride.,2.525048889,4,FALSE
793,0,Repetitive trips to familiarize child with environment,Several trips are needed to familiarize the child with a new environment in order to keep it interesting for her.,2.554625272,4,FALSE
793,0,Repetitive trips to familiarize child with environment,Repetitive trips to familiarize child with the environment,1.07009311,0,TRUE
793,0,Repetitive trips to familiarize child with environment,Repetitive trips to familiarize the child with the environment,1.084027009,0,TRUE
793,0,Repetitive trips to familiarize child with environment,Repetitive trips to familiarize the child with the community,1.142564234,0,TRUE
793,0,Repetitive trips to familiarize child with environment,"Repetitive trips to familiarize the child with his/her surroundings, such as to the community park.",1.424742257,0,TRUE
793,0,Repetitive trips to familiarize child with environment,Providing repeated trips to familiarize child with environment,1.28131297,0,TRUE
793,0,Repetitive trips to familiarize child with environment,Repetitive trips to familiarize the child with the environment will help the child become more aware of a community he is a part of.,2.231919891,3,FALSE
793,0,Repetitive trips to familiarize child with environment,Repetitive trips to familiarize the child with its environment.,1.397723975,0,TRUE
793,0,Repetitive trips to familiarize child with environment,Community Sponsored in community setting : Repetitive trips to familiarize child with the environment _,2.126405038,3,FALSE
793,0,slow introduction ,introducing the environment,1.286044884,0,TRUE
793,0,slow introduction ,The environment of the situation is always important.,2.405099792,4,FALSE
793,0,slow introduction ,a new environment / context strategy,1.504194612,0,TRUE
793,0,slow introduction ,swung introduction: slow approach,1.991146382,3,FALSE
793,0,slow introduction ,"When people introduce themselves to each other, take your time to explain the reasons.",2.503344406,1,FALSE
793,0,slow introduction ,a slow introduction,1.51276581,0,TRUE
793,0,slow introduction ,i. the group member knows the issue but is not interested anymore. i. the leader of the group needs to introduce her to the group slowly.,2.711630527,4,FALSE
793,0,slow introduction ,introducing in a meaningful way,1.830883926,2,FALSE
793,0,slow introduction ,Slow introduction to the group,1.310565222,0,TRUE
793,0,clear description of activities ,Clear descriptions of activities will make it easier for children to understand what they will do and why.,2.179496614,2,FALSE
793,0,clear description of activities ,"For example, a clear description of the activity will help learners focus on it.",2.175244859,1,FALSE
793,0,clear description of activities ,clear description of activities,1.20999382,0,TRUE
793,0,clear description of activities ,. clear description of activities that are important for the group,1.796976022,1,FALSE
793,0,clear description of activities ,There is no clear description as to what the activity is; all the participants are just sorting through the list.,2.530550079,4,FALSE
793,0,clear description of activities ,"In the current group, clearly describe activities you are planning to do.",1.750426882,0,TRUE
793,0,clear description of activities ,"if a group does not have a clear description of its activities that its members can join in on during the meeting, then the gathering will not be as fun as it was planned when they first started.",2.606138508,4,FALSE
793,0,clear description of activities ,"if you are using a community group then your activities can be anything you want. that is, you can make a program that is not only fun, but also educational, educational and enlightening.",2.38607107,4,FALSE
793,0,clear description of activities ,Describe clearly with pictures and an explanation the activities that will take place.,1.266155584,0,TRUE
793,0,clear description of activities ,setting with clear guidelines,1.444439357,0,TRUE
793,1,Allow for melt downs,Allow for melt downs by coping strategies,1.98164291,0,FALSE
793,1,Allow for melt downs,"When you are feeling stressed, it is important to let yourself melt down.",2.002415626,4,FALSE
793,1,Allow for melt downs,Allow for melt down strategy,2.332561727,0,FALSE
793,1,Allow for melt downs,Allow for melt downs when you are a leader in community setting,1.692389067,1,TRUE
793,1,Allow for melt downs,Allowing for meltdowns in community allows the community to recognize that there is a need for change.,2.322836535,4,FALSE
793,0,Engage child in activity ,Encourage the child to engage in an activity.,2.208863946,1,FALSE
793,0,Engage child in activity ,Play with the child and engage them in activities.,1.368450563,0,TRUE
793,0,Engage child in activity ,Engage child in activity,1.386833181,0,TRUE
793,0,Engage child in activity ,Engage child in an activity,1.357482318,0,TRUE
793,0,Engage child in activity ,Distract the kid from self-focus.,1.908628376,1,FALSE
793,0,Engage child in activity ,Engage the child in an activity.,1.610148655,0,TRUE
793,0,Engage child in activity ,Engage the child in a meaningful activity that creates a sense of purpose for the child.,1.74312504,0,TRUE
793,0,Engage child in activity ,Engage your child in conversation and activities that make him/her interested and active.,1.678599644,1,FALSE
793,0,Engage child in activity ,Engage the child in an activity you know they would like to do.,2.131936803,2,FALSE
793,0,Engage child in activity ,Engage child in the activity of his/her interest,1.320539874,0,TRUE
793,0,Engage child in activity ,Engage children in activities that are fun,1.651328975,0,TRUE
793,0,Engage child in activity ,Engage a child in an activity,1.453745141,0,TRUE
793,1,Encouraging independent activity and behavior. ,Encouraging independent activity and behavior.,1.462423616,1,TRUE
793,1,Encouraging independent activity and behavior. ,"If something happens to you, if you are left on your own for a while without being able to provide help or guidance, you may be unable to control it. You might feel like you are not worth much.",2.753721566,4,FALSE
793,1,Encouraging independent activity and behavior. ,Encouraging independence and independent activity and behavior.,1.457860338,1,TRUE
793,1,Encouraging independent activity and behavior. ,"Encouraging active, independent exploration and learning.",1.412147304,1,TRUE
793,1,Encouraging independent activity and behavior. ,Encouragement of independent activity is a useful tool.,1.685076468,1,TRUE
793,1,Encouraging independent activity and behavior. ,Encourage independent activity and behavior.,1.466892027,1,TRUE
793,1,Encouraging independent activity and behavior. ,Encouraging independent activity and behavior in the home.,1.523754159,1,TRUE
793,0,Keep trips short and too the point ,Keep walking trips short and to the point,1.140762869,0,TRUE
793,0,Keep trips short and too the point ,Keep trips short and too the point,1.544269313,0,TRUE
793,0,Keep trips short and too the point ,Keep trips short and to the point,1.150835651,0,TRUE
793,0,Keep trips short and too the point ,"For trips, keep the trip short and to the point.",1.823367698,0,TRUE
793,0,Keep trips short and too the point ,Try to keep your trips short and sweet.,1.892417179,1,FALSE
793,0,Keep trips short and too the point ,Keep trips short and keep the focus on the point.,1.557837319,0,TRUE
793,0,Keep trips short and too the point ,Keep trips short and too the point. Trips should be kept short and sweet.,2.337747461,1,FALSE
793,0,Keep trips short and too the point ,Keep trips short and to the point:,1.721550684,0,TRUE
793,0,Keep trips short and too the point ,Keep trips to the point and short and sweet.,2.312602103,2,FALSE
793,0,Try a variety of activities to engage child,Play with a variety of activities to engage child,1.233350791,0,TRUE
793,0,Try a variety of activities to engage child,"Try to engage the child in a variety of things. For example, try different art activities or music.",1.87114317,1,FALSE
793,0,Try a variety of activities to engage child,Try different kinds of activities to engage the child,2.047486506,2,FALSE
793,0,Try a variety of activities to engage child,Try a variety of different activities to engage the child.,1.776309055,0,TRUE
793,0,Try a variety of activities to engage child,"In order to engage a child in play, it is important to try a variety of activities.",2.589468554,3,FALSE
793,0,Try a variety of activities to engage child,"In an environment of play, try a variety of activities to engage a child",1.755989009,0,TRUE
793,0,Try a variety of activities to engage child,Try a variety of toys to engage child,1.688914433,0,TRUE
793,0,Try a variety of activities to engage child,Try a variety of activities to engage child at home setting.,1.210034701,0,TRUE
793,0,Try a variety of activities to engage child,Try an activity that will engage the child in a way they have never been engaged in before.,1.854082621,2,FALSE
793,0,Try a variety of activities to engage child,Try a variety of activities to engage your child.,1.74299378,0,TRUE
793,0,Keep driving time short ,Keep driving time short.,1.315242606,0,TRUE
793,0,Keep driving time short ,Keep travelling time short,1.260173458,0,TRUE
793,0,Keep driving time short ,Keep driving time short for sightseeing,0.985550899,0,TRUE
793,0,Keep driving time short ,Keep driving time (travelling in and out of town) short,1.333082994,0,TRUE
793,0,Keep driving time short ,Eat early in order to get the most out of your time.,1.507540796,0,TRUE
793,0,Keep driving time short ,It's best to limit the driving time.,2.458769358,4,FALSE
793,0,Keep driving time short ,"In the community setting, you can keep driving time short for people who live close and would like to keep driving away",2.271416377,4,FALSE
793,0,Keep driving time short ,Keep travel time short,1.166178274,0,TRUE
793,0,Keep driving time short ,"To keep driving time short, the ideal route would be to go through the city, with the main city road driving directly over the lake.",1.949505968,4,FALSE
793,0,Keep driving time short ,"Keep travelling time short: if you have short distances to cover, drive quickly and cautiously to avoid traffic.",1.600938692,0,TRUE
793,0,Giving child space when needed ,"When the child needs more space from you, donÃ¢â‚¬â„¢t be too pushy or try to give them everything.",2.443273415,1,FALSE
793,0,Giving child space when needed ,"If your child needs space for a short amount of time, let them have it.",2.671761306,4,FALSE
793,0,Giving child space when needed ,An example of giving a child space is if they need to walk to another room.,2.305085937,4,FALSE
793,0,Giving child space when needed ,Give the child space to do their own thing,1.493062095,0,TRUE
793,0,Giving child space when needed ,Giving child space when necessary,1.308551767,0,TRUE
793,0,Giving child space when needed ,"To give the child space when they need to, make sure they are dressed and have a book.",2.02971722,1,FALSE
793,0,Giving child space when needed ,Providing child space when needed,1.529798539,0,TRUE
793,0,Giving child space when needed ,As a parent you should do everything you can to provide your child with space when necessary.,2.834700407,4,FALSE
793,0,Giving child space when needed ,Giving your child space when needed,1.522045259,0,TRUE
793,0,Giving child space when needed ,Give children their space when needed,1.511148545,0,TRUE
793,0,Giving child space when needed ,i) Give child space when needed to think.,2.153446788,1,FALSE
793,0,Giving child space when needed ,"When children are upset, allow them to have their space.",2.353170943,1,FALSE
793,3,Help the child process new experiences ,Help the child process new experiences,2.150956901,1,FALSE
793,3,Help the child process new experiences ,Help the child process new experiences.,2.410528403,0,FALSE
793,3,Help the child process new experiences ,Help the child process new experiences by becoming part of this experience and working with the child.,2.391267131,1,FALSE
793,3,Help the child process new experiences ,Help the child process new experiences and social situations,2.080050219,0,FALSE
793,3,Help the child process new experiences ,Help the child express new experiences,2.052161909,1,FALSE
793,3,Help the child process new experiences ,Helping the child process new experiences and feelings,2.195272219,0,FALSE
793,3,Help the child process new experiences ,Help the child process new experiences so it can grow,2.250498078,0,FALSE
793,3,Help the child process new experiences ,Help the child process ideas,1.92903643,3,TRUE
793,3,Help the child process new experiences ,Help the child process new experiences in a fun and exciting way.,2.703987026,1,FALSE
793,3,Help the child process new experiences ,Help the child with new experiences: help the child with new experiences,1.955307225,1,FALSE
793,0,make short trips ,Make short trips to wherever you want to go,0.999233505,0,TRUE
793,0,make short trips ,make short trips,0.969369231,0,TRUE
793,0,make short trips ,make short trips and spend more time enjoying the outdoors,1.014180381,0,TRUE
793,0,make short trips ,make brief trips,1.006876665,0,TRUE
793,0,make short trips ,to make short trips,1.264514525,0,TRUE
793,0,make short trips ,Make short trips,0.969369231,0,TRUE
793,0,make short trips ,Make short trips.,1.047499925,0,TRUE
793,0,make short trips ,make short travels,0.981662608,0,TRUE
793,0,make short trips ,make a trip,1.135631615,0,TRUE
793,0,make short trips ,"To make short trips in your community, you could make a few walks, and at the park there is a pond.",1.749908939,4,FALSE
793,0,make short trips ,Make brief trips.,1.100074381,0,TRUE
793,0,make short trips ,make short trips to other communities,1.348777904,0,TRUE
793,0,Actively engaging child in process instead of simply going through the motions. ,Actively engaging the child in the process instead of simply going through the motions is a good way to make them more interested in the process.,2.191897295,2,FALSE
793,0,Actively engaging child in process instead of simply going through the motions. ,Actively engaging child in the process instead of simply going through the motions.,1.69185237,0,TRUE
793,0,Actively engaging child in process instead of simply going through the motions. ,"At the same time, actively engaging the child in the process, instead of merely going through the motions.",2.296237068,1,FALSE
793,0,Actively engaging child in process instead of simply going through the motions. ,Actively engaging a child in a process instead of simply going through the motions at home.,1.699241926,0,TRUE
793,0,Actively engaging child in process instead of simply going through the motions. ,Actively engaging in the process instead of going through the motions.,1.474813648,0,TRUE
793,0,Actively engaging child in process instead of simply going through the motions. ,Getting a child to cooperate by actively engaging them in a routine and giving them encouragement instead of simply going through the motions.,1.9783573,1,FALSE
793,0,Actively engaging child in process instead of simply going through the motions. ,"Let us not go through the motions of washing the diapers without actively engaging the children in the process, we must make this a process that the children look forward to.",2.839679375,4,FALSE
793,0,Actively engaging child in process instead of simply going through the motions. ,Actively engaging the child in the process will lead to a better outcome.,2.393152151,2,FALSE
793,0,Actively engaging child in process instead of simply going through the motions. ,Actively engaging your child in process instead of simply going through the motions.,1.852655157,1,FALSE
793,0,Actively engaging child in process instead of simply going through the motions. ,Actively engaging child in process instead of simply going through the motions.,1.549516029,0,TRUE
793,0,Actively engaging child in process instead of simply going through the motions. ,Actively engaging the child in the process instead of simply going through the motions.,1.753419721,0,TRUE
793,0,Actively engaging child in process instead of simply going through the motions. ,You start by actively engaging the child in the process. Let them know you're happy to play with them and they're eager to get to the party.,1.981222526,1,FALSE
