,label,ID,strategy,augmented_strategy
642,0,647,love and attention, 
643,0,647,singing songs, 
644,1,647,adequate snacks and meals offered, 
645,1,647,adequate nap time provieded, 
646,0,647,spend time with friends who may also be involved, 
647,0,647,talk about the planned activity before it takes place, 
648,0,647,sing the clean up song, 
649,1,647,invite to participate in cooking and laundry chores, 
650,0,647,adequate advertisement of activities, 
651,4,647,she has never really taken and organized activity before, 
652,0,647,give lots of hugs, 
653,0,647,hand her wipes to clean hands and face or table, 
654,0,647,plan for adequate amounts of outside play, 
655,0,647,choosing a pretty dress to wear for the day, 
656,0,647,sing songs together, 
657,0,647,fun songs and activities planned, 
658,3,647,practicing sitting on the potty chair after a diaper change, 
659,0,647,outdoor play, 
660,0,647,make sure schedule is consistent and naps are routine, 
661,1,647,ask her for help with certain tasks, 
662,0,647,meet teachers and other adults involved before activity begins, 
663,0,647,"choose daytime activities, nothing past bedtime", 
664,3,647,offering help when getting dressed, 
665,0,647,using detangle spray to make hair brushing more comfortable, 
666,0,647,structured routine, 
667,0,02-039,"We have visitors do famimliar things with him: read, songs, iPad, talk etc", 
668,4,02-039,iPad, 
669,3,02-039,Repetitive use of the same 6 iPad games, 
670,0,02-039,"In the bath, filling and emptying water, like filling and squeezing water out or empty shampoo bottles or filling and dumping small toy cups", 
671,1,02-039,"Over Christmas we had him touch, feel, smell all the food we were preparing for dinner", 
672,3,02-039,With a lot of assistance holds and pours food into feeding bag also play grabbing and conting beans while in stander, 
673,4,02-039,Same as page 1, 
674,0,02-039,Use of assorted cuase and effect toys, 
675,0,02-039,Give examples of what is expected before asking him to do it, 
676,3,02-039,He is still working on fine motor skills and purposeful movement through assisted play, 
677,0,02-039,"Regularly reding the same 20 books, by various different people. Watch and expand upon engagement", 
678,3,02-039,Working on maintaining acknowledgement of visitors with waving or verbal sounds, 
679,1,02-039,"Teeth brushing - encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate", 
680,3,02-039,"Still working on purposeful motor control, through play, mimicing and muscle memory", 
681,3,02-039,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks", 
682,0,02-039,"Currently we are combining music and motion, also using cuase and effect toys. He also is playing cause and effect games on the iPad", 
683,0,02-039,"Play ""look and find"" our dog Cheech. Also, comfort with gentle petting when he (Cheech) is scared. 4. Helps while in stander wash and rinse light dishes", 
684,0,02-039,Touching/smelling food, 
685,1,02-039,Story time: pointing out items or character in the book and asking him to try to locate them as well, 
686,3,02-039,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements", 
687,0,02-039,Have guests play with or read to him. Have him attempt vocalizations with the guest, 
688,0,02-039,Verbal communiation on what activity is going to happen to help anticipate, 
689,0,02-039,"Limit distraction, use of solid tones when presenting an objects to help the visual contract", 
690,3,02-039,Provide assistance with mucle moveents in play. Provide repetition, 
691,0,02-039,Ensure proper lighting and minimize busyness of environment Ie: solid colour backgrounds to make colourful toys stand out visually, 
692,1,02-039,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating, 
693,2,02-039,Getting him to do things with me while I do them for him, 
694,0,02-039,"Music and movement, dance off, type turn taking, musical movmement songs ie: head and shoulders, hokey pokey etc", 
695,1,02-039,"With wheelchair help move or ""carry"" items", 
696,1,02-039,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces, 
697,1,02-039,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair", 
698,3,02-039,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc", 
699,1,02-039,Encourage and place his hands appropriately to rip open gifts, 
700,0,02-039,"Use of positioning equipment. Wheelchair, stander, special tomato seat, adjustable bed, bath chair, neck floatation ring, bean bag chair, floor mats, rolls, pillows, etc", 
701,2,02-039,"Have him help ""carry"" items with him wheelchair, such as gifts", 
702,0,02-039,"On the iPad working towards more direct contact, ie: one app activates by touching anywhere, others need actual item contact", 
703,2,02-039,"It takes a lot of effort to use his arms/hands. However, for toy ""clean up"" I have him roll or push toys back to their spot", 
704,3,02-039,"We are still working on motor skills, using his limbs and fingers", 
705,0,583,Provide greater opportunity for social play, 
706,2,583,Allow chance for child to choose events therefore encourage participation , 
707,0,583,Provide opportunity to test motivation to participate , 
708,1,583,Exposé to variety of activities to build interests and skills, 
709,0,583,More knowledge in asd, 
710,0,583,Obtain respite to help provide breaks/recharge, 
711,0,583,Bringingbdistraction toys to appts, 
712,1,583,Encourage participation in activities with guests, 
713,0,583,Better start and end times, 
714,0,583,Establish hygiene routines at structured times daily. (before and after meals), 
715,0,583,Smaller shopping trips, 
716,0,583,Focus therapy on toileting development , 
717,0,583,Quicker dining to maximise attention span, 
718,0,583,Shorter more frequent trips, 
719,0,583,Provide moreunstructed play, 
720,0,583,One on one activities that are developmentally suitable, 
721,3,583,More chances to practice skills, 
722,0,583,Understanding when he did a good job, 
723,0,583,Embedding cleanup into structured play and before starting a new activity, 
724,0,583,More understanding of child's needs, 
725,3,583,Practice self feeding at all meals with greater part interaction and encouragement , 
726,0,583,Dedicated time for structured activities , 
727,0,583,More planning of family schedule, 
728,0,583,Attend frequent learning program, 
729,1,583,Encourage finishing tasks to learn a sense of accomplishment , 
730,3,583,Learn to complete whole tasks, 
731,0,583,Provide new activities to gain a broader interest , 
732,0,583,Personal support worker support , 
733,0,583,Program modifications, 
734,0,583,"Remove ""screens"" during indoor play to maximise attention", 
735,0,583,More financial supports/subsidy, 
736,0,583,Provide me cooking opportunities , 
737,4,583,How to support treatment regimans, 
738,2,583,"Opt in programming bases on child's interests, not the leaders interests", 
739,3,583,Provide helping opportunities to assist siblings in completing tasks, 
740,0,583,Creat more chances for guests to come over, 
741,0,583,Structure toy time with associated clean up time before moving onto next activity , 
742,0,583,Finding less formal play opportunities, 
743,0,583,More knowledge on program options that are flexible developmentally, 
744,0,02-009,"Mom provides comb, mirror and other items so [name] can take care of herself in a better way", 
745,1,02-009,"Mom asks [name] how to apply paste on the tooth brush and how much, how to brush teeth", 
746,0,02-009,"Do cleaning works in [name] presence so she knows how to use vacuum cleaner, groom, etc", 
747,0,02-009,Mom demonstrates the work so [name] can participate well e.g. shows [name] how to fold dresses; comb hair, 
748,3,02-009,Teach how to make a sentence out of few words they provide, 
749,0,02-009,Mom sets everything in the bathtub so [name] take bath on her own, 
750,1,02-009,Mom asks daughter to sleep at the bedtime by trying to sleep herself, 
751,2,793,Give choices that are concrete , 
752,0,793,Get in and get out quick , 
753,0,793,bring along familiar items , 
754,0,793,keeping class time short , 
755,0,793,Actively engaging child with activities , 
756,0,793,engage child in activities while completing tasks , 
757,0,793,try to keep to normal routine , 
758,0,793,Consistent verbal dialogue while doing personal care management.  , 
759,0,793,Constant interaction and engaging child , 
760,2,793,Making a game out of the chore. , 
761,0,793,Engage child with modeling desired behavior, 
762,0,793,Engage child , 
763,0,793,Engaging child in activity with gestures and song, 
764,1,793,Encourage imaginative play and interaction , 
765,2,793,Actively engage child in chore by giving different choices. , 
766,0,793,Modeling desired behavior , 
767,0,793,"Take toys, games, snacks ", 
768,0,793,make sure there is physical activity after driving , 
769,1,793,Encouraging child to try new things or to consistently try the same thing , 
770,0,793,Repetitive trips to familiarize child with environment, 
771,0,793,slow introduction , 
772,0,793,clear description of activities , 
773,1,793,Allow for melt downs, 
774,0,793,Engage child in activity , 
775,1,793,Encouraging independent activity and behavior. , 
776,0,793,Keep trips short and too the point , 
777,0,793,Try a variety of activities to engage child, 
778,0,793,Keep driving time short , 
779,0,793,Giving child space when needed , 
780,3,793,Help the child process new experiences , 
781,0,793,make short trips , 
782,0,793,Actively engaging child in process instead of simply going through the motions. , 
783,0,793,Model behavior, 
784,0,793,playgrounds that are geared towards younger children, 
785,2,793,Make it a game, 
786,0,793,short trips , 
787,0,793,Give warnings prior to picking up. , 
788,0,793,small and focused classes , 
789,0,793,Having safe play areas - gates and fences are great!!!, 
790,3,793,"Repetitive actions, games, etc so child can become familiar with expectations ", 
791,0,793,Take familiar items , 
792,0,793,Keeping play groups/therapy classes small , 
793,0,793,keep to small group events, 
794,0,793,Lots of physical activity , 
795,0,793,Provide safety items such as a lovey to help transitions , 
796,3,793,Help child interact with others , 
797,0,793,Play WITH the child , 
798,3,793,"Repeat, repeat, repeat ", 
799,0,793,Use song, 
800,0,938,allowing for free play time as opposed to screen time, 
801,0,938,knowledge of the event, 
802,2,938,reminding her to stay on task, 
803,4,938,she is finally at an age where we can sign her up for activitives, 
804,1,938,encourage her participation, 
805,0,938,funds to participate and buy supplies, 
806,0,938,watch educational shows instead of 'fun' shows, 
807,0,938,give her age appropriate jobs to do , 
808,0,938,consistent routine, 
809,1,938,asking her for help, 
810,0,938,turn off or put away distractions, 
811,0,938,set limits on screen time, 
812,0,938,information about programs, 
813,0,938,hod a close bond with her, 
814,0,938,affordability, 
815,1,938,engage her, 
816,0,938,appropriate weather for activity, 
817,0,938,enroll her , 
818,0,938,provide alternatives to television, 
819,1,938,allowing her to prepare the meal, 
820,0,938,taking away other distraction, 
821,3,938,helping her complete the task, 
822,0,938,schedule fun time not just chores, 
823,0,938,enroll her in classes, 
824,0,938,insist on limitiong screen time, 
825,0,938,setting a timer for each activity , 
826,0,938,adequate nutrition and rest, 
827,0,938,watching her while she completes the task, 
828,0,938,eat as a family , 
829,0,938,get city info on programs they offer, 
830,0,938,no electronics time where we just focus on her, 
831,0,938,activities at times on the weekends or evening that we can participate, 
832,0,938,providing enough time so that we arent rushing, 
833,0,938,sitting at the table together, 
834,0,938,we need to add this to our calendar and plan to attend, 
835,0,979,having more money to support enrollment in groups and sports, 
836,1,979,"involve child in helping with daily activities; taking care of pets, etc. ", 
837,0,979,keep a regular daily routine., 
838,0,979,having more time home with child, 
839,1,979,"be more self sufficient in cutting up food, pouring his own drink, etc.", 
840,0,979,having more space in home and yard to support activities , 
841,0,979,"spend time at grandparents house, friends house.", 
842,1,979,"help decide what to have for dinner, help plan meals.", 
843,1,979,"help setting table, cleaning up table, etc.", 
844,1,559,"Saying and signing ""bath"" while she waits for mom to fill the tub.Engaging her in a game of splash, taking tutns while in the tub.Giving her a turn with the washcloth to wash her body.", 
845,2,559,"Modeling appropriate play.  Encouraging a game taking turns with a peer, like rolling a ball back and forth.", 
846,0,559,Engaging with her and the video during screen time  to help her understand and interact., 
847,0,559,Follow advice from therapists., 
848,2,559,Modeling appropraite behavior playing with peers.  Encouraging her to greet guests.  Hello and Goodbye., 
849,4,559,Child is not yet attendind day care or preschool., 
850,0,559,Attend social events., 
851,3,559,Teaching the sounds of letters and encouraging her to mimic them., 
852,2,559,"Modeling appropriate imaginitive play with a doll, encouraging her to mimic the behavior.", 
853,1,559,"Requesting her to open her mouth ""say ah"" for me to brush her teeth.Giving her a turn with the toothbrush to practice brushing her teeth.While dressing, ask her, as well as guide her to push her arm through the sleeves of her shirt.", 
854,1,559,Include her in everyghing we do I  whatever way we can.  , 
855,0,559,Socialize with other families who have children close in age., 
856,1,559,Display an enthusiastic and encouraging attitude., 
857,0,559,"Be connected and involved with community groups I.e, church, school, etc.", 
858,3,559,Continuing to build on her communication skills., 
859,1,559,"Saying and signing ""eat"".  I ask her if she's hungry and wait for her to sign ""eat""Serve her food on a plate so thst she can self feed.Give her a turn with the fork spoon to practice putting them in her mouth.", 
860,4,01-099,While we would like [child name] to interact more with his environment his mental limitations do not allow it & that is not expected to change., 
861,4,01-099,Right now the focus is on [patient]'s health & dealing with those issues., 
862,4,01-099,no change possible due to mental limitations, 
863,4,01-099,No change desired as change is impossible for [patient] due to mental limitations., 
864,4,01-099,He is placed in the middle of the action, 
865,4,01-099,Not capable of change, 
866,4,01-099,[patient] does not participate in daycare/preschool program at this time, 
867,0,01-099,move him to area of the house where activity is taking place, 
868,0,01-099,The other kids interact with him while they play, 
869,4,01-099,Not capable of change, 
870,1,01-099,We include [patient] in most of activities done at home, 
871,4,01-099,Not capable of self-help, 
872,0,01-099,"when playing games with other kids, make sure he is included", 
873,3,01-099,using hand over hand techniques to let him take his turn while playing with other kids, 
874,4,01-099,no change possible, 
875,2,756,Verbal prompting., 
876,2,756,Verbal prompting, 
877,3,756,Physical help, 
878,0,756,Visual demo, 
879,0,756,Social stories/pictures to follow, 
880,0,756,Having the information about upcoming activities, 
881,2,756,Verbal prompting, 
882,0,756,Attentive adults, 
883,0,756,One on one assistance, 
884,2,756,Lots of verbal prompting, 
885,0,756,Visual queues, 
886,2,756,verbal prompting of steps/directions, 
887,2,756,Verbal prompting for all activities to bring him back on task or help him with the next step in the sequence., 
888,0,756,Not be intimidated by possible difficulties, 
889,0,756,"Keeping him in the front, where he is less likely to be distracted", 
890,0,756,The willingness of the staff, 
891,0,756,Both parents present, 
892,2,756,Verbal prompting, 
893,0,756,Go more often, 
894,0,756,having both parents present, 
895,0,756,Effective adults to help, 
896,3,756,Helping with physical tasks, 
897,2,756,Verbal prompting, 
898,0,756,Monitoring safety, 
899,0,756,Redirecting him to interact with peers instead of adults, 
900,2,756,Verbal reminders of proper behavior, 
901,2,756,Verbal prompting, 
902,0,756,One-on-one for better direction, 
903,3,756,Hand over hand help, 
904,3,756,Help from an adult, 
905,0,756,Visual modeling, 
906,0,756,Having more time to attend them, 
907,3,756,Help from adult, 
908,2,756,Verbal prompting, 
909,0,756,Visual demonstration, 
910,2,756,verbal prompting, 
911,0,756,"In terms of self-care, physical modeling of what we'd like him to do.", 
912,3,756,Physical assistance, 
913,0,756,More time., 
914,0,756,Leading guest/visitor/family member of how best to help him play, 
915,0,756,Ensuring he can see the activity properly in order to interact, 
916,2,756,Verbal prompting, 
917,0,756,Lots of parent involvement, 
918,2,756,Reminding of polite communication, 
919,2,756,Reminding him of proper behaviours, 
920,3,756,Physical assistance, 
921,3,756,Hand-over-hand assistance., 
922,0,686,Make a routine., 
923,0,686,Do things together., 
924,0,686,Having other children who understand his condition in the group., 
925,1,686,If he is given verbal praise when he accomplishes a task., 
926,2,686,A reward for completing tasks., 
927,0,686,Explaining in detail what we will be doing before hand., 
928,2,686,If i make it into a game so he thinks it is fun., 
929,0,686,Having another child with us., 
930,1,686,Verbal praise., 
931,0,686,Having a understanding instructor., 
932,2,686,Having a reward system., 
933,0,686,If i explain what we are doing and why we are doing it., 
934,0,686,Finding family friendly safe events to participate in., 
935,0,686,Setting a time amount and showing him where we are going and for about how long., 
936,0,686,Having his leap pad or a tablet with us., 
937,0,686,Having another adult with us to help out., 
938,0,686,Explaining what will be expected of him before actually arriving., 
939,2,686,"If i let him make his own choices, what toothpaste to use, what shirt he would like to wear, etc.", 
940,0,762,I will take her to Cheyenne as weather permits for gymnastics, 
941,1,762,"When my daughter eats really well I give her a lot of verbal praise. I also don't make a huge fuss if sometimes she doesn't eat as well, it just causes more of a struggle.", 
942,0,762,"My daughter does take tap and ballet offered in my town, which is small and has limited activities but does try .", 
943,0,762,"I need to help her make more play dates, this would be my fault due to needing to set more time aside for these activities", 
944,0,762,I will be putting my daughter in 4-H when she is 8 years old, 
945,2,762,I also give her stickers for her goal sheet to pick up toys for a prize after so many stickers., 
946,0,762,I ask a lot of questions about how my child is doing and how I can incorporate these things at home, 
947,0,762,I do take her to birthday parties and I find taking her once in awhile to McDonalds to play gives her an  opportunity to play with other children and meeting new people, 
948,0,762,"We do have some activities available for kids, but not as many as in a larger town", 
949,0,762,I ask my child about what she did in class and what she likes, 
950,2,762,I give me daughter stickers for brushing her teeth on a goal sheet and after so many stickers she gets a small prize., 
951,1,762,Having my daughter know that her feelings are important and that she is as a person, 
952,0,762,I talk to the teachers about any problems or concerns my child may have, 
953,0,762,"I always take her to the circus, carnival and fairs when it is in the season", 
954,1,762,"My daughter will actually volunteer to feed her dog, and I give her lots of praise for being so helpful.", 
955,0,762,"Spending quality time with her such as reading books,puzzles", 
956,0,762,"My daughter has her own broom and dust pan. She actually enjoys dusting, so I give her a dusting clothe, she likes it when we do it together.", 
957,0,762,Listening to my daughter and paying attention to her feelings, 
958,0,762,I also take her to parks for the same reason when weather permits, 
959,2,762,"I allow my daughter to pick out the clothes she wants to wear, from several different weather appropriate outfits. She likes to pick out matching colors and will tell me this matches.", 
960,0,87,show her how the activty works, 
961,1,87,we give a variety of fruits and veggies so she can learn that new foods are fun and good for you, 
962,0,87,sit down with her and show her how to play an activity, 
963,0,87,we walk through the home to show her what toys need to be picked up, 
964,1,87,"give her high fives,tell her good job when she is all done", 
965,1,87,let her choose the activites she participated in, 
966,2,87,give her options with the games she can play, 
967,0,87,taking her to the play ground , 
968,1,87,let her brush her own teeth in the mornings and at night., 
969,1,87,encourage her to play kindly with her brother, 
970,1,87,letting her play with other kids her age , 
971,0,87,explain/show her what she needs to do when it comes to her cleaning needs such as brushing air and teeth and taking baths, 
972,0,87,show her where her toys need to go when we pick up, 
973,1,87,encouraged her to play with other kids in the nursery, 
974,1,87,letting her explore to find out what she can and can not do on her own, 
975,2,87,have her keep doing that chore so she can get the routine of it, 
976,0,87,when out eating we try to keep her busy with a coloring book so she wont want to get down and wonder, 
977,2,87,have a choice in what she eats, 
978,1,87,during bath time i try to get her to wash her own hair/rinse it., 
979,1,87,let her take an item that made her feel comfortable , 
980,1,87,let her self feed, 
981,4,152,I would love to have him sign up for music classes and to be able to socially learn music, 
982,4,152,we would love the financial means to sign him up for these types of classes, 
983,1,152,We are working on him accepting different textures and letting him feed himself a biscuit. , 
984,4,152,I would love to have him participate in more activities outside of the home but financially can't afford it due to medical bills. , 
985,0,152,financial means, 
986,4,152,He loves to see new things and be surrounded by people, 
987,1,152,My child eats better when there is little to no texture. We are working on adding cracker crumbs gradually to his food. We are also trying to use a nubby to get his mouth used to texture., 
988,4,152,I would love to sign him up for some sort of music class. He loves music, 
989,1,152,We are working on him being laid in bed awake and letting him soothe himself to sleep, 
990,4,152,He loves having his sisters around to play with him and do some of his exercises with, 
991,4,152,My child falls asleep and sleeps best while I am holding or lying near him. I would like to be able to have him fall asleep independently and soothe himself back to sleep when he wakes up, 
992,4,152,My child loves to have his sisters home and near him. , 
993,0,152,"information on groups, classes", 
994,0,325,structure, 
995,4,325,focus on food, 
996,3,325,more practice- he gets better as he does these things more, 
997,0,325,explain importance, 
998,2,325,preset expectations, 
999,1,325,encouragement, 
1000,1,325,encouragements, 
1001,0,325,demonstration, 
1002,0,325,discuss events, 
1003,0,325,demonstration, 
1004,2,325,set expectations ahead of time, 
1005,1,325,encouragement, 
1006,3,325,instruct manners, 
1007,1,325,encouragement, 
1008,0,325,correct as missteps occur, 
1009,1,325,more initiative- get him motivated to do these things on his own, 
1010,0,325,cue him before event, 
1011,0,325,participate with him, 
1012,3,325,more practice- he gets better as he does these things more, 
1013,2,325,set expectations beforehand, 
1014,3,325,more practice- he gets better as he does these things more, 
1015,0,325,less distractions- limit other options so he will follow directions, 
1016,0,325,parent-teacher interactions, 
1017,1,325,praise for a job well done, 
1018,0,325,sign up more activities, 
1019,1,325,encouragement, 
1020,2,325,preset expectations, 
1021,3,325,repetition, 
1022,0,325,cheer from sidelines, 
1023,3,325,coach, 
1024,0,325,less distractions- don't let him get sidetracked instead of being focused, 
1025,2,325,discipline, 
1026,3,325,repetition and practice, 
1027,0,325,plan schedule, 
1028,3,325,more practice- he gets better as he does these things more, 
1029,2,325,set expectations, 
1030,1,325,more initiative- get motived to do them on his own, 
1031,1,325,encourage, 
1032,1,325,encouragement, 
1033,3,325,repetition of instructions , 
1034,3,325,teach personal space, 
1035,0,325,reading with him, 
1036,1,325,encouragement, 
1037,2,325,preset expectations, 
1038,2,325,set expectations, 
1039,0,325,demonstration of desired actions, 
1040,2,325,reward/punishment, 
1041,4,325,prayer before going, 
1042,2,325,reward/punishment, 
1043,0,325,adding a time limit to accomplish tasks, 
1044,2,325,reward for finishing food, 
1045,0,325,stay in chair, 
1046,0,325,interact with him, 
1047,0,325,organize events, 
1048,1,325,encouragement, 
1049,3,325,more practice- he gets better as he does these things more, 
1050,0,325,playing with him, 
1051,0,77,"We don't do as much socialization as we probably would have pre-pandemic so our interactions with close friends and family (we don't have any family in the state) are pretty limited.  She goes to daycare 2 days a week, the other 3 week days we go to a scheduled class and over the weekend we may or may not see friends (lately it's been less so than over the summer).  She can be shy to initiate an interaction so sometimes sitting with her to play can help her get more comfortable before leaving her to play either by herself or with other kids.", 
1052,1,77,The exact opposite is true in her music class.  She is much more shy and clingy.  I do a mix of giving her space to run around when she lets loose but she definitely wants to stay close in that class.  It is also our newest class.  I try to be there for her but still make a point not push her towards independence.  Example: for family dance time she wants me to pick her up for dancing.  I may begin with that as I know she's not comfortable but after a short bit I put her down and I know she loves to spin so we spin together and she gradually works up to dancing more independently.  , 
1053,2,77,"She likes babies and likes to be helpful so if there is something she can do to help a  out, especially with a baby it's a reliable win.  It could be just entertaining the baby for a moment, handing something the parent requested, etc.", 
1054,1,77,We have also successfully taken an opposite approach where we stand off more and give her time and space to play independently or initiate an interaction on her own.  It does take longer than if we were directly guiding her but we want her to be comfortable without requiring our help 100% of the time., 
1055,0,77,"At gym class it can be as interactive or not as she feels like during open play.  She could easily go play where no other kids are or she could play in the thick of it and interact with other kids.  It's good practice for us to use our words with others (still a work in progress), wait in line and take turns, transition between activities so there is a lot of modeling, redirecting and praising good behavior.", 
1056,1,77,"I also give verbal instructions and try to praise her actions that I would like to encourage.  Thank you for sharing the slide, I'm proud you waited your turn I know that takes patience, etc.", 
1057,0,77,"I model behavior for my daughter that I want to encourage.  Taking turns, saying hello, thank you, using hand sanitizer, etc.  She can be shy and slow to warm up in unfamiliar group situations so showing her that I'm having fun doing an activity seems to make her feel more comfortable to give it a try herself.", 
1058,0,77,"I started her in swim class as a mommy and me type of class.  She was very comfortable and the instructors quickly recommended she move on to the next class with  me out of the water and her working with an instructor directly (not one on one, there is another child in the class but no parents).  I think giving her time away from me with another adult she can trust gives her a different sense of confidence and esteem.  ", 
1059,2,77,"For actions that I do not wish to encourage I try to model what I would like to see and verbally redirect.  Please use your words instead of your hands, etc.", 
1060,0,392,Playgrounds like inspiration park that allow her to use her walker, 
1061,4,392,Unsure?, 
1062,3,392,Understand the concept, 
1063,3,392,"Improved hand coordination and use for holding crayons, paint brushes, etc.", 
1064,2,392,"Getting her interested in the activity, able to pay attention to it", 
1065,3,392,Understand how to do more on a tablet, 
1066,0,392,High chairs and diaper changing stations, 
1067,3,392,Learn to help washing face and hands, 
1068,3,392,Learn to help getting dressed, 
1069,3,392,Learn to feed herself with spoon, 
1070,0,392,Places that accommodate strollers or her walker, 
1071,3,392,Help her get around to access toys, 
1072,0,392,Places that make it easy for her to see the action f, 
1073,0,01-042,"Ensure she is set up to be successful - special seating, use of walker, special shoes, appropriate sized utensils/toys", 
1074,0,01-042,Facilitation inclusion coordinator works 1-on-1 with [name] to incorporate her into group activities and assist as required, 
1075,0,01-042,Give her more time to complete the task., 
1076,3,01-042,Practise, 
1077,0,01-042,Specialized seating to allow [name] to sit/work with peers, 
1078,0,01-042,"[name] has an IEP which is followed by staff to increase successful participation. Staff know how to help her stand/walk, communication. IEP is created by therapy staff, teachers & mom/dad reviewed every few months", 
1079,0,01-042,Routine - keeping activities the same, 
1080,0,01-042,Inclusion facilitator to assist with one-on-one support at daycare, 
1081,4,01-042,Dedicated staff, 
1082,0,01-042,Very caring teachers who value inclusion , 
1083,0,01-042,Staff who are interested & committed to helping [child name] succeed., 
1084,0,01-042,"Age appropriate seating and feeding aids to allow her to ""fit in"" and participate.", 
1085,0,01-042,One-on-one play time with Mom&Dad (lots), 
1086,1,01-042,"Encourage activite participation - allow her to participate where able in both routine & play activities. Practise tasks freqently, hand-over-hand support where required", 
1087,3,01-042,Sibling support-siblings teach/encourage/mentor, 
1088,1,01-042,Lots of encouragement, 
1089,1,01-042,Include her in everyday activities and encourage participation, 
1090,0,01-042,"Using different utensils/tools/clothing that make it easier for her - bigger spoons, shirts without zippers/buttons, etc", 
1091,3,01-042,Hand-over-hand teaching, 
1092,0,01-042,Integration facilitator, 
1093,0,01-042,"Use of her walker, AFOs and standing frame to help her have mobility required to participate.", 
1094,1,01-042,Practice encouragement to participate in activity rather than do it for her, 
1095,4,01-042,"[name] spends time with friends at daycare, but rarely has kids over or to play with in the neighbourhood. I haven't used strategies at home yet. ", 
1096,3,01-042,"Hand-over-hand guidance, i.e. holding her hand while stirring", 
1097,3,01-042,Inclusion facilitator - 1-on-1 help for [name], 
1098,0,01-042,Incorporate strategies recommended by therapy team (OT/PT/SLP), 
1099,0,01-042,"Changes to environment recommended by OT and PT (Open layout, furniture @ her height)", 
1100,0,01-042,Inclusion facilitator, 
1101,0,01-042,Assist from PT/OT/SLP in the school itself, 
1102,0,01-042,"Modify activities to accommodate physical demands (i.e. do task sitting down, get her to sit @ table instead of standing which is difficult).", 
1103,0,01-042,"County provided facilitator (integration) to support socialization & imaginative play, and inclusion from other kids.", 
1104,0,01-042,Grouping with peers @ same physical/developmental age to promote more spontaneous socialization., 
1105,3,01-042,Assist her when necessary but allow her opportunity to practise., 
1106,3,01-042,Lots of practise, 
1107,0,01-042,Frequent (daily) communication with family & daycare providers., 
1108,0,01-042,Providing lots of different types of activities to see what interests her/where skills lie, 
1109,0,01-087,Different times for baths and with & without hos brother to encourage wanting to bathe., 
1110,0,01-087,Wanting to do it with his brother/friends, 
1111,0,01-087,Reading/interactive play daily, 
1112,0,01-087,"Signed up for tumble Tots to promote activity, listening, following instructions, physical development once per week", 
1113,0,01-087,"Baths - toys, games, mommy/daddy in the tub too", 
1114,0,01-087,Devote time to go outside to play/walk every day, 
1115,0,01-087,Different sleep strategies have been attempted but our night time/nap time routines are still tedious., 
1116,0,01-087,Variety of activities, 
1117,0,01-087,"Bedtime routines - have tried ""cry it out"", rocking, singing, sound machine", 
1118,1,01-087,"Brushing teeth- do it himself, toothpaste, fun tooth brushes", 
1119,1,01-087,Encouragement, 
1120,4,792,He is too young at the moment.  He will surely do as he gets older., 
1121,0,792,Better when we find things to do on a weekend., 
1122,4,792,he is too young right now. This will change as he grows., 
1123,0,792,Live in an apartment building with a playroom., 
1124,0,792,Ask nanny to take him to play classes in the neighborhood., 
1125,0,792,Get a bigger apartment., 
1126,4,792,he is too young right now.  This will change as he grows., 
1127,0,792,Nanny to arrange for more play dates., 
1128,4,792,I love the he has play dates and would love him to have more., 
1129,0,792,Have new Nanny make new friends, 
1130,0,792,Have more reasonably priced activities for kids.  I just paid $75 for a 90 minute class today., 
1131,4,792,He is too young at the moment.  He will surely do as he gets older., 
1132,0,792,Have a great nanny and outside experts to come to the apartment to proactively advance him., 
1133,4,792,He is too young at the moment.  He will surely do as he gets older., 
1134,4,792,He is too young at the moment.  He will surely do as he gets older., 
1135,4,792,my child does not attend organized daycare/preschool, 
1136,0,792,Nanny needs to take him to classes., 
1137,4,792,he is too young right now. This will change as he grows., 
1138,0,792,Taxi to events., 
1139,4,792,He is not in daycare - he has a nanny., 
1140,4,792,He is too young at the moment.  He will surely do as he gets older., 
1141,4,792,He is too young at the moment.  He will surely do as he gets older., 
1142,0,792,Nanny or us making time to go to activities., 
1143,0,792,Spend quality time together engaged in a variety of activities., 
1144,0,792,Make an effort to arrange play dates on the weekends., 
1145,0,792,Find new things to do each week., 
1146,4,792,He is not in daycare - he has a nanny., 
1147,0,792,Buy thoughtful engaging products., 
1148,0,792,Go to play groups., 
1149,4,792,my child does not attend organized daycare/preschool, 
1150,4,792,He is not in daycare - he has a nanny., 
1151,4,792,my child does not attend organized daycare/preschool, 
1152,0,792,Making new friends (the nanny does this), 
1153,0,792,"spend a lot of time engaging with our son - reading, talking, listening to music.", 
1154,0,792,Get him whatever he needs., 
1155,4,792,He is too young at the moment.  He will surely do as he gets older., 
1156,0,792,Encourage nanny to spend at least 3 hours a day playing., 
1157,4,792,He is too young at the moment.  He will surely do as he gets older., 
1158,4,792,He is too young at the moment.  He will surely do as he gets older., 
