,Unnamed: 0.1,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
12094,15639,15639,443,0,Read a book to him,Read a book to him in bed.,1.235086913,0,TRUE,1.7142213381829274,0,TRUE,0.4791344251829275
12096,15641,15641,443,0,Read a book to him,Recite a book,1.157221818,0,TRUE,1.7142213381829274,0,TRUE,0.5569995201829274
12167,15712,15712,443,0,Attend local church ,Attend local church,1.142324099,0,TRUE,1.7142213381829274,0,TRUE,0.5718972391829273
12168,15713,15713,443,0,Attend local church ,Attend a local church,1.131749587,0,TRUE,1.7142213381829274,0,TRUE,0.5824717511829274
12174,15719,15719,443,0,Timing of activities - evenings and weekends ,Timing of activities - evenings and weekends,1.037592174,0,TRUE,1.7142213381829274,0,TRUE,0.6766291641829274
12177,15722,15722,443,0,Timing of activities - evenings and weekends ,Timing of activities - evenings and weekend,1.049647992,0,TRUE,1.7142213381829274,0,TRUE,0.6645733461829275
12203,15748,15748,443,0,Have him play with friends that attend church.,Have him play with friends that attend worship groups.,1.229568184,0,TRUE,1.7142213381829274,0,TRUE,0.4846531541829275
12205,15750,15750,443,0,Have him play with friends that attend church.,Have him play with friends that attend school.,1.196289518,0,TRUE,1.7142213381829274,0,TRUE,0.5179318201829275
12206,15751,15751,443,0,Have him play with friends that attend church.,Have him play with his church going friends.,1.167287362,0,TRUE,1.7142213381829274,0,TRUE,0.5469339761829275
12207,15752,15752,443,0,Have him play with friends that attend church.,Have him play with friends that attend a different church.,1.221579416,0,TRUE,1.7142213381829274,0,TRUE,0.4926419221829274
12209,15754,15754,443,0,Have him play with friends that attend church.,Have him play with friends that attend the same Church as he does.,1.213261652,0,TRUE,1.7142213381829274,0,TRUE,0.5009596861829275
12219,15764,15764,01-041,0,Having all schedule for household activities,Having all schedules for household activities,0.925425678,0,TRUE,1.7142213381829274,0,TRUE,0.7887956601829275
12220,15765,15765,01-041,0,Having all schedule for household activities,Having all the schedule for household activities,0.971987734,0,TRUE,1.7142213381829274,0,TRUE,0.7422336041829274
12221,15766,15766,01-041,0,Having all schedule for household activities,Having all the schedule for household activities.,1.057224127,0,TRUE,1.7142213381829274,0,TRUE,0.6569972111829274
12223,15768,15768,01-041,0,Having all schedule for household activities,Having all schedule for household activities and having all the necessary materials,1.215026751,0,TRUE,1.7142213381829274,0,TRUE,0.4991945871829275
12224,15769,15769,01-041,0,Having all schedule for household activities,Having all schedules for household activities:,1.243904997,0,TRUE,1.7142213381829274,0,TRUE,0.4703163411829274
12225,15770,15770,01-041,0,Having all schedule for household activities,Having a weekly schedule for household activities,0.972447617,0,TRUE,1.7142213381829274,0,TRUE,0.7417737211829274
12259,15804,15804,01-041,0,Dedicated specific time to work together,Dedicated time to work,1.195669736,0,TRUE,1.7142213381829274,0,TRUE,0.5185516021829275
12262,15807,15807,01-041,0,Dedicated specific time to work together,Dedicated specific time to work with others,1.149911238,0,TRUE,1.7142213381829274,0,TRUE,0.5643101001829274
12263,15808,15808,01-041,0,Dedicated specific time to work together,Dedicated specific time to work together with family and friends.,1.105465761,0,TRUE,1.7142213381829274,0,TRUE,0.6087555771829274
12265,15810,15810,01-041,0,Dedicated specific time to work together,Dedicated specific time to work together as a team so everyone feels centered.,1.0876231,0,TRUE,1.7142213381829274,0,TRUE,0.6265982381829274
12277,15822,15822,01-041,0,Keep routines consistent,Keep regular routines consistent,1.103449831,0,TRUE,1.7142213381829274,0,TRUE,0.6107715071829274
12283,15828,15828,01-041,0,Keep routines consistent,A basic care routine can be established in a home setting. Keep routines consistent.,1.260658703,0,TRUE,1.7142213381829274,0,TRUE,0.4535626351829274
12284,15829,15829,01-041,0,Keep routines consistent,Keep all routines regular and consistent.,1.252455935,0,TRUE,1.7142213381829274,0,TRUE,0.4617654031829274
12352,16036,16036,182,0,Low cost community programs,Low-cost Community and Community Based Programs,1.179960432,0,TRUE,1.7142213381829274,0,TRUE,0.5342609061829275
12353,16037,16037,182,0,Low cost community programs,Low-cost community programs,1.112549548,0,TRUE,1.7142213381829274,0,TRUE,0.6016717901829274
12413,16097,16097,893,0,Take [name] to playground more often,Take [name] to the playground more often,1.255163494,0,TRUE,1.7142213381829274,0,TRUE,0.4590578441829274
12414,16098,16098,893,0,Take [name] to playground more often,Take [name] to the park more often,1.215870212,0,TRUE,1.7142213381829274,0,TRUE,0.4983511261829274
12431,16115,16115,893,0,Schedule more play date,Playing more video games.,1.000541503,0,TRUE,1.7142213381829274,0,TRUE,0.7136798351829274
12432,16116,16116,893,0,Schedule more play date,Recruit friends who want to play more games,1.189333351,0,TRUE,1.7142213381829274,0,TRUE,0.5248879871829275
12433,16117,16117,893,0,Schedule more play date,Suggest some more play dates,1.195241206,0,TRUE,1.7142213381829274,0,TRUE,0.5189801321829275
12438,16122,16122,893,0,Schedule more play date,Scheduling more play dates,1.022558127,0,TRUE,1.7142213381829274,0,TRUE,0.6916632111829275
12439,16123,16123,893,0,Schedule more play date,Schedule more play dates with children from the surrounding community.,1.073173329,0,TRUE,1.7142213381829274,0,TRUE,0.6410480091829274
12441,16125,16125,893,0,Schedule more play date,Schedule more community sponsored and / or community-organized activities for kids in your community.,1.178210645,0,TRUE,1.7142213381829274,0,TRUE,0.5360106931829274
12442,16126,16126,893,0,Schedule more play date,Schedule more community sponsored play dates between local residents,1.051723054,0,TRUE,1.7142213381829274,0,TRUE,0.6624982841829274
12488,16172,16172,893,0,Talk through in steps what we will be doing before getting there,Talk through in steps what we will be doing before and after,1.076496143,0,TRUE,1.7142213381829274,0,TRUE,0.6377251951829275
12492,16176,16176,893,0,Talk through in steps what we will be doing before getting there,Talk through what we will be doing and how we get there before the event.,1.087104544,0,TRUE,1.7142213381829274,0,TRUE,0.6271167941829274
12513,16197,16197,893,0,Take [name] to meet new children in community,Take [name] to meet new kids in community,1.114426779,0,TRUE,1.7142213381829274,0,TRUE,0.5997945591829275
12522,16206,16206,893,0,"Schedule play date with new friends, so he can meet others",Recruit new friends and arrange a play date with them.,1.135336812,0,TRUE,1.7142213381829274,0,TRUE,0.5788845261829274
12523,16207,16207,893,0,"Schedule play date with new friends, so he can meet others",Schedule play date with his new class so he can hang out with others,0.985982595,0,TRUE,1.7142213381829274,0,TRUE,0.7282387431829275
12524,16208,16208,893,0,"Schedule play date with new friends, so he can meet others","Schedule play dates with new friends, so he can get to know people.",0.987691574,0,TRUE,1.7142213381829274,0,TRUE,0.7265297641829275
12525,16209,16209,893,0,"Schedule play date with new friends, so he can meet others","Schedule playdates with new friends, so he can socialize",0.925193131,0,TRUE,1.7142213381829274,0,TRUE,0.7890282071829274
12526,16210,16210,893,0,"Schedule play date with new friends, so he can meet others",Schedule a play date with new friends to meet others,0.913910274,0,TRUE,1.7142213381829274,0,TRUE,0.8003110641829274
12528,16212,16212,893,0,"Schedule play date with new friends, so he can meet others","Schedule a play date with new friends, so he can meet others.",1.033695403,0,TRUE,1.7142213381829274,0,TRUE,0.6805259351829274
12529,16213,16213,893,0,"Schedule play date with new friends, so he can meet others","Schedule play dates with new friends, so he can meet others",0.965157556,0,TRUE,1.7142213381829274,0,TRUE,0.7490637821829275
12533,16217,16217,893,0,Take him to more events ,Take him to more events that show how fun he is.,1.240847828,0,TRUE,1.7142213381829274,0,TRUE,0.4733735101829275
12535,16219,16219,893,0,Take him to more events ,Go to more events,1.042315176,0,TRUE,1.7142213381829274,0,TRUE,0.6719061621829274
12536,16220,16220,893,0,Take him to more events ,Walk him to more events,1.162101287,0,TRUE,1.7142213381829274,0,TRUE,0.5521200511829274
12537,16221,16221,893,0,Take him to more events ,Take him to more events in the community,1.07027511,0,TRUE,1.7142213381829274,0,TRUE,0.6439462281829273
12538,16222,16222,893,0,Take him to more events ,Take him to more events that build community,1.183823937,0,TRUE,1.7142213381829274,0,TRUE,0.5303974011829273
12619,16303,16303,893,0,Invite more people over for him to play with,Invite some more people over for him to play with.,1.116877111,0,TRUE,1.7142213381829274,0,TRUE,0.5973442271829275
12621,16305,16305,893,0,Invite more people over for him to play with,"Invite more people over, and play with them",1.222871831,0,TRUE,1.7142213381829274,0,TRUE,0.4913495071829274
12769,16453,16453,01-101,0,Read daily to kids,Read daily to the kids.,1.152499578,0,TRUE,1.7142213381829274,0,TRUE,0.5617217601829274
12802,16486,16486,01-101,0,Morning routine/ consistency before daycare,Having a morning routine/consistency and consistency before daycare,1.12960988,0,TRUE,1.7142213381829274,0,TRUE,0.5846114581829274
12803,16487,16487,01-101,0,Morning routine/ consistency before daycare,Having a morning routine/comity before daycare,0.969302558,0,TRUE,1.7142213381829274,0,TRUE,0.7449187801829275
12805,16489,16489,01-101,0,Morning routine/ consistency before daycare,Morning routine / consistency before daycare.,1.134875788,0,TRUE,1.7142213381829274,0,TRUE,0.5793455501829274
12815,16499,16499,01-101,0,More consistently using toilet,Consistent toilet use,1.237223516,0,TRUE,1.7142213381829274,0,TRUE,0.4769978221829274
12817,16501,16501,01-101,0,More consistently using toilet,Use toilet more consistently,1.226544735,0,TRUE,1.7142213381829274,0,TRUE,0.4876766031829274
12834,16518,16518,01-101,0,"Increase complexity of imaginative play, as age appropriate","Increase complexity of simulated environment, as age appropriate",1.123019433,0,TRUE,1.7142213381829274,0,TRUE,0.5912019051829274
12851,16535,16535,01-101,0,Continue to put clothes in hamper,Continue to put clothes in laundry basket,1.125112337,0,TRUE,1.7142213381829274,0,TRUE,0.5891090011829274
12856,16540,16540,01-101,0,Continue to put clothes in hamper,Continue to put clothes in laundry,1.227521207,0,TRUE,1.7142213381829274,0,TRUE,0.4867001311829275
12858,16542,16542,01-101,0,Have a wide variety of toys + activities available,Have a wide variety of toys available,1.151864119,0,TRUE,1.7142213381829274,0,TRUE,0.5623572191829274
12860,16544,16544,01-101,0,Have a wide variety of toys + activities available,Have a wide variety of toys and activities available.,1.220764178,0,TRUE,1.7142213381829274,0,TRUE,0.4934571601829274
12863,16547,16547,01-101,0,Have a wide variety of toys + activities available,Have a wide variety of toys and activities available,1.073756224,0,TRUE,1.7142213381829274,0,TRUE,0.6404651141829274
12864,16548,16548,01-101,0,Have a wide variety of toys + activities available,Have a wide variety of toys + activities available and get used to them.,1.216421404,0,TRUE,1.7142213381829274,0,TRUE,0.4977999341829273
12865,16549,16549,01-101,0,Have a wide variety of toys + activities available,Prepare at home a wide variety of toys + activities to occupy children.,1.211565025,0,TRUE,1.7142213381829274,0,TRUE,0.5026563131829274
12880,16564,16564,01-101,0,"Offer a variety of sensory, creative, imaginative opportunities to participate in at home on a daily basis.","Offer a variety of sensory, creative, imaginative opportunities to participate in at home.",1.255527152,0,TRUE,1.7142213381829274,0,TRUE,0.4586941861829274
12904,16588,16588,01-101,0,Play with our kids- not merely supervise them playing,"Play with the kids, NOT watch them play video games.",1.234644693,0,TRUE,1.7142213381829274,0,TRUE,0.4795766451829275
12947,16631,16631,01-101,0,Have more playdates with peers,Have more play dates with peers,0.999388559,0,TRUE,1.7142213381829274,0,TRUE,0.7148327791829274
12948,16632,16632,01-101,0,Have more playdates with peers,Have playdates with peers outside of school time.,1.102829884,0,TRUE,1.7142213381829274,0,TRUE,0.6113914541829275
12949,16633,16633,01-101,0,Have more playdates with peers,Have more playdates with your peers,1.089139001,0,TRUE,1.7142213381829274,0,TRUE,0.6250823371829275
12950,16634,16634,01-101,0,Have more playdates with peers,Have playdates with peers if they are available,1.082839651,0,TRUE,1.7142213381829274,0,TRUE,0.6313816871829274
12951,16635,16635,01-101,0,Play alongside with the twins,Play with the twins,1.04380546,0,TRUE,1.7142213381829274,0,TRUE,0.6704158781829275
12952,16636,16636,01-101,0,Play alongside with the twins,Play alongside with the twins in the room,1.145565586,0,TRUE,1.7142213381829274,0,TRUE,0.5686557521829274
12954,16638,16638,01-101,0,Play alongside with the twins,Play outdoors with the twins,1.025369227,0,TRUE,1.7142213381829274,0,TRUE,0.6888521111829273
12955,16639,16639,01-101,0,Play alongside with the twins,Play along side with the twins,1.046900002,0,TRUE,1.7142213381829274,0,TRUE,0.6673213361829273
12956,16640,16640,01-101,0,Play alongside with the twins,Play with the twins in the garden.,1.196606013,0,TRUE,1.7142213381829274,0,TRUE,0.5176153251829274
12958,16642,16642,01-101,0,Play alongside with the twins,Play alongside the twins in their room,1.158584898,0,TRUE,1.7142213381829274,0,TRUE,0.5556364401829275
12959,16643,16643,01-101,0,Play alongside with the twins,Play with stuffed animals,1.067530569,0,TRUE,1.7142213381829274,0,TRUE,0.6466907691829273
13005,16689,16689,809,0,Actively seek opportunities.,Actively seek out opportunities.,1.19193963,0,TRUE,1.7142213381829274,0,TRUE,0.5222817081829274
13009,16693,16693,809,0,Actively seek opportunities.,Actively look for opportunities in the community.,1.186556001,0,TRUE,1.7142213381829274,0,TRUE,0.5276653371829274
13055,16739,16739,809,0,Include other family members in this process.,Find out other family members are interested in this topic.,1.083418448,0,TRUE,1.7142213381829274,0,TRUE,0.6308028901829275
13120,16804,16804,280,0,Set a bedtime routine,Set a bedtime routine early.,1.264118648,0,TRUE,1.7142213381829274,0,TRUE,0.4501026901829275
13124,16808,16808,280,0,Set a bedtime routine,Set a bedtime routine for the child,1.18768293,0,TRUE,1.7142213381829274,0,TRUE,0.5265384081829274
13165,16849,16849,280,0,Get rid of older toys,Get rid of old televisions,1.111697001,0,TRUE,1.7142213381829274,0,TRUE,0.6025243371829274
13169,16853,16853,280,0,Get rid of older toys,Get rid of old toys,1.125278996,0,TRUE,1.7142213381829274,0,TRUE,0.5889423421829274
13174,16858,16858,280,0,Get rid of older toys,Organize old toys,1.121464632,0,TRUE,1.7142213381829274,0,TRUE,0.5927567061829275
13182,16866,16866,280,0,Provide toys to play with,Provide lots of toys to play with,1.258057635,0,TRUE,1.7142213381829274,0,TRUE,0.4561637031829275
13183,16867,16867,280,0,Provide toys to play with,Provide some toys to play with.,1.250885017,0,TRUE,1.7142213381829274,0,TRUE,0.4633363211829273
13203,17035,17035,02-054,0,Sit on knee when reading books,Sit on knee when reading the books,1.11543175,0,TRUE,1.7142213381829274,0,TRUE,0.5987895881829275
13204,17036,17036,02-054,0,Sit on knee when reading books,Sit on knees when reading books,1.133120109,0,TRUE,1.7142213381829274,0,TRUE,0.5811012291829274
13208,17040,17040,02-054,0,Introduce cousins so he can interact with other children,Introduce uncles so he can interact with other kids,1.176799258,0,TRUE,1.7142213381829274,0,TRUE,0.5374220801829275
13209,17041,17041,02-054,0,Introduce cousins so he can interact with other children,Introduce cousins so other children can interact with him.,1.220275536,0,TRUE,1.7142213381829274,0,TRUE,0.4939458021829275
13210,17042,17042,02-054,0,Introduce cousins so he can interact with other children,Introduce him to his cousins so he can interact with the other children in his family.,1.243289971,0,TRUE,1.7142213381829274,0,TRUE,0.4709313671829274
13211,17043,17043,02-054,0,Introduce cousins so he can interact with other children,Introduce the child to their siblings so they can interact with other children.,1.190162901,0,TRUE,1.7142213381829274,0,TRUE,0.5240584371829273
13213,17045,17045,02-054,0,Introduce cousins so he can interact with other children,Introduce him to his cousins so he can interact with other children,1.130596963,0,TRUE,1.7142213381829274,0,TRUE,0.5836243751829275
13216,17048,17048,02-054,0,Introduce cousins so he can interact with other children,Introduce his cousins so he can interact with other children,1.064059392,0,TRUE,1.7142213381829274,0,TRUE,0.6501619461829273
13218,17050,17050,02-054,0,Introduce cousins so he can interact with other children,Introduce cousins as he will interact with other children,1.246481263,0,TRUE,1.7142213381829274,0,TRUE,0.4677400751829275
13228,17060,17060,715,0,Bring gear that is needed along. ,Bring a jacket or similar piece of clothing along to the water.,1.23605612,0,TRUE,1.7142213381829274,0,TRUE,0.4781652181829274
13229,17061,17061,715,0,Bring gear that is needed along. ,Bring equipment that is needed along for the activity to be performed.,1.217592611,0,TRUE,1.7142213381829274,0,TRUE,0.4966287271829275
13231,17063,17063,715,0,Bring gear that is needed along. ,Bring gear that is needed along to neighborhood outings.,1.192858942,0,TRUE,1.7142213381829274,0,TRUE,0.5213623961829275
13233,17065,17065,715,0,Bring gear that is needed along. ,Bring the necessary gear along to neighborhood outings.,1.086339657,0,TRUE,1.7142213381829274,0,TRUE,0.6278816811829275
13236,17068,17068,715,0,Bring gear that is needed along. ,Bring the items necessary for neighborhood outings along.,1.135856561,0,TRUE,1.7142213381829274,0,TRUE,0.5783647771829274
13239,17071,17071,715,0,Attend gatherings for social interaction.,Attending gatherings for social interaction.,1.073669073,0,TRUE,1.7142213381829274,0,TRUE,0.6405522651829274
13241,17073,17073,715,0,Attend gatherings for social interaction.,Attend social gatherings.,1.118974938,0,TRUE,1.7142213381829274,0,TRUE,0.5952464001829274
13242,17074,17074,715,0,Attend gatherings for social interaction.,Have social interaction during gatherings.,1.202516772,0,TRUE,1.7142213381829274,0,TRUE,0.5117045661829274
13243,17075,17075,715,0,Attend gatherings for social interaction.,Attend gatherings for social interactions.,1.123186319,0,TRUE,1.7142213381829274,0,TRUE,0.5910350191829274
13244,17076,17076,715,0,Attend gatherings for social interaction.,Attend social gatherings for social interaction.,1.03641463,0,TRUE,1.7142213381829274,0,TRUE,0.6778067081829275
13245,17077,17077,715,0,Attend gatherings for social interaction.,Spending time with socializing friends and loved ones.,0.966125367,0,TRUE,1.7142213381829274,0,TRUE,0.7480959711829275
13246,17078,17078,715,0,Attend gatherings for social interaction.,Find social gatherings that you can join in on.,1.13469782,0,TRUE,1.7142213381829274,0,TRUE,0.5795235181829275
13258,17090,17090,715,0,Set up ways to make it easier for him.,Set up ways to make it faster for him.,1.259277868,0,TRUE,1.7142213381829274,0,TRUE,0.4549434701829273
13280,17112,17112,715,0,Attend library programs.,Attend library programs and workshops.,1.187292698,0,TRUE,1.7142213381829274,0,TRUE,0.5269286401829274
13281,17113,17113,715,0,Attend library programs.,Attend library programs and workshops.,1.187292698,0,TRUE,1.7142213381829274,0,TRUE,0.5269286401829274
13284,17116,17116,715,0,Attend library programs.,Attend the library programs.,1.204741014,0,TRUE,1.7142213381829274,0,TRUE,0.5094803241829273
13285,17117,17117,715,0,Attend library programs.,Attend the library programs.,1.204741014,0,TRUE,1.7142213381829274,0,TRUE,0.5094803241829273
13288,17120,17120,715,0,Attend library programs.,"At the library, attend a program and read a book.",1.196268631,0,TRUE,1.7142213381829274,0,TRUE,0.5179527071829275
13289,17121,17121,715,0,Attend library programs.,"At the library, attend a program and read a book.",1.196268631,0,TRUE,1.7142213381829274,0,TRUE,0.5179527071829275
13290,17122,17122,715,0,Attend library programs.,Attend library programs for your community or neighborhood.,1.255778778,0,TRUE,1.7142213381829274,0,TRUE,0.4584425601829274
13291,17123,17123,715,0,Attend library programs.,Attend library programs for your community or neighborhood.,1.255778778,0,TRUE,1.7142213381829274,0,TRUE,0.4584425601829274
13292,17124,17124,715,0,Attend library programs.,Attend school programs.,1.175610186,0,TRUE,1.7142213381829274,0,TRUE,0.5386111521829275
13293,17125,17125,715,0,Attend library programs.,Attend school programs.,1.175610186,0,TRUE,1.7142213381829274,0,TRUE,0.5386111521829275
13296,17128,17128,715,0,Attend library programs.,Get involved in community events and activities; Attend library programs.,1.210559687,0,TRUE,1.7142213381829274,0,TRUE,0.5036616511829275
13297,17129,17129,715,0,Attend library programs.,Get involved in community events and activities; Attend library programs.,1.210559687,0,TRUE,1.7142213381829274,0,TRUE,0.5036616511829275
13306,17138,17138,715,0,Attend cousin's baseball games.,Attend your cousin's baseball games.,1.251013235,0,TRUE,1.7142213381829274,0,TRUE,0.4632081031829274
13309,17141,17141,715,0,Attend cousin's baseball games.,Attend cousin's basketball games.,1.156444246,0,TRUE,1.7142213381829274,0,TRUE,0.5577770921829275
13335,17167,17167,715,0,Tent in the backyard.,Tent in the yard.,1.177311508,0,TRUE,1.7142213381829274,0,TRUE,0.5369098301829274
13336,17168,17168,715,0,Tent in the backyard.,Tent on patio outside the house.,1.208895949,0,TRUE,1.7142213381829274,0,TRUE,0.5053253891829275
13337,17169,17169,715,0,Tent in the backyard.,Tent on the back yard.,1.183584649,0,TRUE,1.7142213381829274,0,TRUE,0.5306366891829275
13354,17186,17186,715,0,Attend church family fun nights.,Attend a small group for a family night at your church.,1.17946925,0,TRUE,1.7142213381829274,0,TRUE,0.5347520881829275
13355,17187,17187,715,0,Attend church family fun nights., Attend church family fun nights.,1.07199794,0,TRUE,1.7142213381829274,0,TRUE,0.6422233981829275
13357,17189,17189,715,0,Attend church family fun nights.,Attend church family fun nights with your spouse and children.,1.116881681,0,TRUE,1.7142213381829274,0,TRUE,0.5973396571829275
13359,17191,17191,715,0,Attend church family fun nights.,Participate in church family fun nights.,1.199158739,0,TRUE,1.7142213381829274,0,TRUE,0.5150625991829274
13361,17193,17193,715,0,Attend church family fun nights.,Invite families from the community over for family fun nights.,1.094922369,0,TRUE,1.7142213381829274,0,TRUE,0.6192989691829274
13363,17195,17195,715,0,Enroll into preschool.,Enroll in a preschool.,1.191354606,0,TRUE,1.7142213381829274,0,TRUE,0.5228667321829275
13372,17204,17204,715,0,Enroll into preschool.,Enroll in preschool classes.,1.137736665,0,TRUE,1.7142213381829274,0,TRUE,0.5764846731829274
13373,17205,17205,715,0,Enroll into preschool.,Enroll into a middle school or high school.,1.254514825,0,TRUE,1.7142213381829274,0,TRUE,0.4597065131829274
13374,17206,17206,715,0,Enroll into preschool.,Enroll in preschool.,1.175372548,0,TRUE,1.7142213381829274,0,TRUE,0.5388487901829275
13375,17207,17207,715,0,Talk to others about the events.,Talk to others to find out about the events.,1.119492748,0,TRUE,1.7142213381829274,0,TRUE,0.5947285901829273
13376,17208,17208,715,0,Talk to others about the events.,Talk to others about the events that happened.,1.111941942,0,TRUE,1.7142213381829274,0,TRUE,0.6022793961829274
13378,17210,17210,715,0,Talk to others about the events.,Talk to others about the events that have occurred.,1.180585293,0,TRUE,1.7142213381829274,0,TRUE,0.5336360451829274
13379,17211,17211,715,0,Talk to others about the events.,Talk to people about the events.,1.111351404,0,TRUE,1.7142213381829274,0,TRUE,0.6028699341829273
13381,17213,17213,715,0,Talk to others about the events.,Talk to others about the events of the community,1.177912362,0,TRUE,1.7142213381829274,0,TRUE,0.5363089761829274
13383,17215,17215,715,0,Talk to others about the events.,Talk to others about the community events in the community.,1.238937211,0,TRUE,1.7142213381829274,0,TRUE,0.4752841271829273
13384,17216,17216,715,0,Talk to others about the events.,Talk to others about events to come.,1.13697529,0,TRUE,1.7142213381829274,0,TRUE,0.5772460481829274
13386,17218,17218,715,0,Talk to others about the events.,Talk to other people about upcoming events.,1.055394449,0,TRUE,1.7142213381829274,0,TRUE,0.6588268891829274
13402,17234,17234,715,0,Plan gatherings at our place for same age children to attend.,Plan gatherings at our place for the same age children to attend.,1.190740669,0,TRUE,1.7142213381829274,0,TRUE,0.5234806691829275
13404,17236,17236,715,0,Plan gatherings at our place for same age children to attend.,Plan groups at our place for like ages children to attend.,1.160452011,0,TRUE,1.7142213381829274,0,TRUE,0.5537693271829274
13407,17239,17239,715,0,Plan gatherings at our place for same age children to attend.,Plan gatherings for the same age children.,1.144592166,0,TRUE,1.7142213381829274,0,TRUE,0.5696291721829274
13408,17240,17240,715,0,Plan gatherings at our place for same age children to attend.,Plan neighborhood outings.,1.028435923,0,TRUE,1.7142213381829274,0,TRUE,0.6857854151829275
13410,17242,17242,715,0,Plan gatherings at our place for same age children to attend.,Plan gatherings at our house for same age children to attend.,1.249489784,0,TRUE,1.7142213381829274,0,TRUE,0.4647315541829273
13411,17243,17243,715,0,Plan gatherings at our place for same age children to attend.,Plan gatherings at our place so that children of the same age can attend.,1.204613573,0,TRUE,1.7142213381829274,0,TRUE,0.5096077651829274
13424,17256,17256,715,0,Talk with him re: what to expect about school.,Talk about what to expect about school.,1.258285431,0,TRUE,1.7142213381829274,0,TRUE,0.4559359071829274
13442,17274,17274,715,0,Attend group activities for same age children.,Attend group activities for the other children in your family.,1.215967989,0,TRUE,1.7142213381829274,0,TRUE,0.4982533491829275
13455,17287,17287,715,0,Invite children over for play.,Invite children over for a party.,1.245398094,0,TRUE,1.7142213381829274,0,TRUE,0.4688232441829274
13457,17289,17289,715,0,Invite children over for play.,Invite children over for a picnic.,1.260952545,0,TRUE,1.7142213381829274,0,TRUE,0.4532687931829273
13466,17298,17298,715,0,Find a way hikes in the woods are possible.,Find a way for hikes in the woods to be possible.,1.210278516,0,TRUE,1.7142213381829274,0,TRUE,0.5039428221829274
13467,17299,17299,715,0,Find a way hikes in the woods are possible.,Find a way to hike in the woods.,1.19666593,0,TRUE,1.7142213381829274,0,TRUE,0.5175554081829274
13468,17300,17300,715,0,Find a way hikes in the woods are possible.,Find the best hiking trails in the woods.,1.072665817,0,TRUE,1.7142213381829274,0,TRUE,0.6415555211829274
13469,17301,17301,715,0,Find a way hikes in the woods are possible.,Find a way for people to enjoy hiking woods.,1.227166956,0,TRUE,1.7142213381829274,0,TRUE,0.4870543821829274
13470,17302,17302,715,0,Find a way hikes in the woods are possible.,Find a way to hike in the woods during peak times.,1.164937183,0,TRUE,1.7142213381829274,0,TRUE,0.5492841551829275
13472,17304,17304,715,0,Find a way hikes in the woods are possible.,Find places that make hiking in the woods possible.,1.100267393,0,TRUE,1.7142213381829274,0,TRUE,0.6139539451829275
13474,17306,17306,715,0,Find a way hikes in the woods are possible.,Find a way to hikes in the woods are possible.,1.249191113,0,TRUE,1.7142213381829274,0,TRUE,0.4650302251829274
13475,17307,17307,715,0,Find a way hikes in the woods are possible.,Find a way hikes in the woods can happen.,1.194796268,0,TRUE,1.7142213381829274,0,TRUE,0.5194250701829275
13476,17308,17308,715,0,Find a way hikes in the woods are possible.,Find a way to get people hiking.,1.253731516,0,TRUE,1.7142213381829274,0,TRUE,0.4604898221829274
13477,17309,17309,715,0,Find a way hikes in the woods are possible.,Find a way to hike in and out of the woods to prevent dumping.,1.258439818,0,TRUE,1.7142213381829274,0,TRUE,0.4557815201829274
13479,17311,17311,715,0,Attend family dinners for cousin interaction.,Attend family dinners for relative interaction.,1.136484439,0,TRUE,1.7142213381829274,0,TRUE,0.5777368991829275
13480,17312,17312,715,0,Attend family dinners for cousin interaction.,Interact with cousins during family gatherings.,1.135417189,0,TRUE,1.7142213381829274,0,TRUE,0.5788041491829274
13483,17315,17315,715,0,Attend family dinners for cousin interaction.,Attend family dinners for cousin interactive.,1.006830613,0,TRUE,1.7142213381829274,0,TRUE,0.7073907251829274
13485,17317,17317,715,0,Attend family dinners for cousin interaction.,Attend family dinners to interact with your cousin.,1.190565882,0,TRUE,1.7142213381829274,0,TRUE,0.5236554561829274
13486,17318,17318,715,0,Attend family dinners for cousin interaction.,Attend family dinners to interact with cousins.,1.108239377,0,TRUE,1.7142213381829274,0,TRUE,0.6059819611829274
13487,17319,17319,715,0,Attend family dinners for cousin interaction.,Attend family dinners so that you can interact with your cousins.,1.101413096,0,TRUE,1.7142213381829274,0,TRUE,0.6128082421829275
13489,17321,17321,715,0,Attend family dinners for cousin interaction.,Attend family dinners for cousin interactions.,1.154979493,0,TRUE,1.7142213381829274,0,TRUE,0.5592418451829275
13492,17324,17324,715,0,Purchase clothing that is easiest to put on.,Purchase clothing that is sturdier or will stay put longer.,1.238806713,0,TRUE,1.7142213381829274,0,TRUE,0.4754146251829274
13499,17331,17331,715,0,Gather info about events.,Gather information about events.,1.128109517,0,TRUE,1.7142213381829274,0,TRUE,0.5861118211829275
13500,17332,17332,715,0,Gather info about events.,Gather info about occurrences.,1.138579186,0,TRUE,1.7142213381829274,0,TRUE,0.5756421521829274
13501,17333,17333,715,0,Gather info about events.,Gather info about what the environment is like.,1.143136257,0,TRUE,1.7142213381829274,0,TRUE,0.5710850811829273
13503,17335,17335,715,0,Gather info about events.,Gather info on events.,1.090660708,0,TRUE,1.7142213381829274,0,TRUE,0.6235606301829275
